Entry	Entry name	PubMed ID
P01860	IGHG3_HUMAN	6774747; 402363; 823945; 3081877; 12508121; 6811139; 6808505; 11340299; 16335952; 17576170; 19159218; 20176268; 22158414; 24275569; 26536155; 25759508
P54105	ICLN_HUMAN	8579598; 7887970; 9359436; 10825435; 14702039; 15489334; 10330151; 11747828; 11713266; 16087681; 17081983; 17487921; 17525332; 18984161; 18691976; 18669648; 18318008; 19413330; 19369195; 19690332; 20068231; 21269460; 21081503; 21406692; 22814378; 23186163; 24275569
O75874	IDHC_HUMAN	9866202; 10521434; 11230166; 17974005; 15815621; 15489334; 19608861; 21269460; 22814378; 24275569; 25944712; 15173171; 19935646; 16959974; 18772396; 19117336; 26161668
Q9H5V7	IKZF5_HUMAN	10978333; 14702039; 17974005; 21406692; 25218447; 25772364; 25755297; 28112733
Q5T953	IER5L_HUMAN	15164053; 15489334
Q9BW83	IFT27_HUMAN	12529303; 15461802; 10591208; 15489334; 21269460; 24488770; 25443296
Q5TF58	IFFO2_HUMAN	16710414; 14702039
P14902	I23O1_HUMAN	2109605; 2326172; 1449503; 14702039; 16421571; 15489334; 1907934; 14502282; 16574111; 17671174; 18026683; 18418598; 25394548; 25950090; 26155395; 23103127; 25157255; 25691885; 25970480; 16477023; 25313323
Q9H1B7	I2BPL_HUMAN	11095982; 12508121; 11347906; 17974005; 17081983; 16964243; 17627301; 18220336; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 28112733; 30057031; 29374064; 30166628; 17334524
Q9Y6F6	IRAG1_HUMAN	10321731; 14702039; 16554811; 15489334; 14729908; 16990611; 17312387; 24275569
Q96M32	KAD7_HUMAN	14702039; 12508121; 21080915; 23416111; 29365104
Q9UBP8	KAAG1_HUMAN	10601354; 14574404
Q6UXK2	ISLR2_HUMAN	10819331; 12168954; 12975309; 14702039
Q5DT21	ISK9_HUMAN	19194479; 19190773; 15489334
P35900	K1C20_HUMAN	8359595; 14702039; 15489334; 16608857; 7689500; 1696264; 10973561; 12857878; 16959974; 21248752
P23677	IP3KA_HUMAN	1847047; 2175886; 15489334; 23186163; 15350214
Q96PQ5	IPP2L_HUMAN	11696978
Q9BZI1	IRX2_HUMAN	15489334; 11435706; 21406692
O14654	IRS4_HUMAN	9261155; 15772651; 9553137; 9614078; 10531310; 10594015; 11316748; 11912194; 12639902; 15316024; 15331607; 15870689; 17408801; 19413330; 16959974; 30061370
P00995	ISK1_HUMAN	3501289; 3877508; 2961612; 10835640; 15489334; 843082; 7142173; 1613792; 8433367; 10691414; 12187509; 12011155; 12974284; 18617776; 19888199
P35908	K22E_HUMAN	1380918; 9804344; 16541075; 15489334; 10233306; 12598329; 14654843; 18691976; 21269460; 24275569; 25944712; 7521371; 8077693; 7524919; 9036938; 9204966; 9833038; 10233323; 10084318; 10564334; 11167982; 10688369; 10620137; 11531804; 15949009
Q7Z3Y8	K1C27_HUMAN	15617563; 16625196; 16874310
Q9H0B6	KLC2_HUMAN	11230166; 14702039; 16554811; 15489334; 17081983; 16964243; 18669648; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 26385635
O15054	KDM6B_HUMAN	9205841; 12168954; 16625196; 15489334; 17193924; 17825402; 17851529; 17713478; 18003914; 23186163; 28262558; 28112733; 31124279
Q8N7A1	KLDC1_HUMAN	14702039; 15489334; 16964437
P57682	KLF3_HUMAN	12812068; 15489334; 17081983; 18669648; 20068231; 23186163; 24275569; 25218447; 28112733; 31375868
A6NCF5	KLH33_HUMAN	12508121
Q15726	KISS1_HUMAN	8944003; 9806840; 15498874; 14702039; 16710414; 15489334; 11385580; 9192814; 9185708; 11457843; 11527393; 11060311; 11606374; 12414911; 11994395; 12547718; 12574233; 12879005; 12898236; 15144186; 14977840; 15020672; 15300798; 15219839; 15500545; 15596153; 15598687; 22335740
Q05655	KPCD_HUMAN	8357834; 14702039; 15489334; 9427282; 18092819; 7988719; 11748588; 11772397; 11781095; 11877440; 12649167; 12628935; 15774464; 16940418; 17570831; 17603046; 17579121; 17965192; 18088087; 18691976; 18285462; 18669648; 19413330; 19587372; 19369195; 19690332; 19801500; 12473183; 20002545; 20068231; 21103796; 21269460; 21810427; 21406692; 22918451; 23319571; 23186163; 24275569; 28428613; 15851033; 
B7ZC32	KIF28_HUMAN	16710414
P22001	KCNA3_HUMAN	7829094; 16710414; 15489334; 1986382; 1373731; 1547020
Q9UNX9	KCJ14_HUMAN	10942728; 10723734; 15489334
P60410	KR108_HUMAN	15028290; 10830953; 15489334; 14962103; 16959974
Q5T753	LCE1E_HUMAN	16710414; 15854049
Q8N135	LGI4_HUMAN	12023020; 12095917; 12217514; 12975309; 15489334; 28318499
Q9UGP4	LIMD1_HUMAN	10647888; 11352561; 15489334; 15144186; 15542589; 15870274; 18439753; 18331720; 18712738; 18669648; 19413330; 19690332; 20303269; 20616046; 20068231; 21834987; 21269460; 21406692; 22286099; 23186163; 24275569
Q52LA3	LIN52_HUMAN	15489334; 17671431; 17531812; 19413330; 20068231; 23186163; 24275569
P16150	LEUK_HUMAN	2521952; 2784859; 2241892; 1827122; 14702039; 15489334; 1731338; 3711098; 2530225; 15540986; 18036228; 18586676; 19367720; 18088087; 19690332; 21269460; 23186163; 24328034; 25944712
Q9HBX8	LGR6_HUMAN	10935549; 12975309; 16710414; 15489334; 12044878; 14702039; 21727895; 22615920; 16959974
Q5VSP4	LC1L1_HUMAN	15164053
Q14657	LAGE3_HUMAN	15772651; 15489334; 8786131; 12384295; 21269460; 22912744; 24275569; 27903914; 28805828
O43261	LEU1_HUMAN	9395242; 15057823; 15489334; 11161783
P25391	LAMA1_HUMAN	1714537; 16177791; 2049067; 2733383; 19159218; 25105227; 25171405
Q96KN1	LRAT2_HUMAN	15489334; 16490593; 18669648; 21269460
A0A075B6K4	LV310_HUMAN	10591208; 11872955; 17576170; 20176268; 22158414; 24600447
Q9P2V4	LRIT1_HUMAN	10777785; 17286855; 17974005
Q68CR7	LRC66_HUMAN	17974005
A0A075B6J6	LV322_HUMAN	10591208; 11872955; 17576170; 20176268; 22158414; 24600447
P01715	LV301_HUMAN	10591208; 4883841; 4435717; 3103603; 11872955; 17576170; 20176268; 22158414; 24600447
P01714	LV319_HUMAN	10591208; 4909564; 11872955; 17576170; 20176268; 22158414; 24600447
P54317	LIPR2_HUMAN	1379598; 14702039; 15164054; 15489334; 19824014; 20083229; 18702514
Q5VXJ0	LIPK_HUMAN	17562024; 15164054
Q5J8X5	M4A13_HUMAN	16554811; 15489334
P43355	MAGA1_HUMAN	1840703; 8037761; 15059299; 14702039; 10854409; 15772651; 15489334; 8113684; 7927954; 15316101; 20068231; 21269460; 15537658; 19177349; 16959974
A6NDP7	MADL2_HUMAN	16625196; 15489334
Q9P2G4	MAP10_HUMAN	10718198; 14702039; 16710414; 15489334; 23264731
Q14814	MEF2D_HUMAN	8269842; 16710414; 15489334; 9858528; 10523670; 10849446; 10617605; 11904443; 12691662; 15834131; 15888658; 15743823; 16166628; 15831463; 16356933; 16964243; 18691976; 18669648; 19413330; 19608861; 21030595; 20068231; 21269460; 23186163; 24275569
Q14D04	MELT_HUMAN	11214970; 14702039; 17974005; 16641997; 15489334; 15388229; 16054033; 26039994
Q8TC05	MDM1_HUMAN	14702039; 16541075; 15489334; 14654843; 23186163; 24275569; 26337392
Q6ZN16	M3K15_HUMAN	14702039; 15772651; 19369195; 20362554; 23186163; 17344846
P0DM35	M1BL1_HUMAN	16710414
Q9NPJ6	MED4_HUMAN	10235266; 10882111; 11042152; 14702039; 15057823; 15489334; 10235267; 15175163; 15989967; 19369195; 19690332; 21269460; 22814378
P33993	MCM7_HUMAN	8626784; 14702039; 12690205; 12853948; 15489334; 7842741; 8265339; 9305914; 15538388; 15210935; 16899510; 17116885; 17296731; 18691976; 18669648; 19690332; 20068231; 21269460; 22967762; 22223895; 23711367; 23186163; 28191891; 28112733
Q9BUT9	MCRI2_HUMAN	15616553; 15489334; 18669648; 20068231; 21269460; 22814378; 23186163; 24275569; 24129315; 26184334
Q9BQG0	MBB1A_HUMAN	10644447; 15489334; 11230166; 17974005; 12429849; 17081983; 16603771; 16964243; 18220336; 18691976; 18669648; 19413330; 19369195; 19690332; 19608861; 20068231; 21269460; 21406692; 23186163; 29065309; 28112733
Q07820	MCL1_HUMAN	7682708; 8790944; 11130466; 10766760; 10837489; 14702039; 16710414; 15489334; 10634649; 15122313; 9671497; 12149273; 12223490; 15077116; 15241487; 15989957; 16543145; 18669648; 23024798; 23055042; 27013495; 17389404; 20562877; 18987736
O00587	MFNG_HUMAN	9187150; 15461802; 14702039; 10591208; 15489334; 10935626
Q8IXI2	MIRO1_HUMAN	12696059; 12482879; 11230166; 14702039; 16625196; 15489334; 14521508; 16630562; 19528298; 21269460; 24995978; 24275569; 24896179; 25944712
Q6UXV4	MIC27_HUMAN	12975309; 15772651; 15489334; 21269460; 23704930; 24687277; 24275569; 25764979; 25997101; 25781180; 25944712
Q68DK7	MSL1_HUMAN	17974005; 16625196; 15489334; 15561718; 16227571; 16543150; 18669648; 19650074; 19608861; 20068231; 21726816; 21217699; 21406692; 23186163; 24275569; 28112733; 30224647; 22547026; 23084835
O15091	MRPP3_HUMAN	9205841; 14702039; 12508121; 15489334; 18984158; 21269460; 23186163; 25944712; 27350246; 25953853
Q96J65	MRP9_HUMAN	11688999; 11483364; 12011458; 15616553; 15489334
O75425	MSPD3_HUMAN	9799793; 12853948; 12690205; 15489334
Q96LB0	MRGX3_HUMAN	11551509; 11850634; 16554811; 15489334
Q9HD47	MOG1_HUMAN	11290418; 11042152; 14702039; 17974005; 15489334; 18184654; 21269460; 23420830; 21621375; 21447824; 24142675; 29040603
Q7L1V2	MON1B_HUMAN	12828340; 10048485; 14702039; 15616553; 15489334; 19413330; 21269460; 21509660; 22814378; 23186163; 29038162
Q6NTF7	ABC3H_HUMAN	18945781; 15461802; 10591208; 15489334; 12683974; 16571802; 16920826; 18304004; 18779051; 18299330; 18827027; 20308164; 20062055; 21653666; 21835787; 22912627; 22457529; 22915799; 22001110; 23097438
P17174	AATC_HUMAN	1974457; 14702039; 15164054; 15489334; 2241899; 16039064; 21269460; 21900944; 22633534; 22223895; 23186163; 24275569; 
A7E2S9	A30BL_HUMAN	15815621; 15489334
Q9H221	ABCG8_HUMAN	11099417; 11452359; 15815621; 11590207; 14504269; 16893193; 20210363; 24275569; 27144356; 11668628; 12111378; 15054092; 17632509
Q68CP9	ARID2_HUMAN	16782067; 15640446; 17974005; 14702039; 15489334; 10997877; 18669648; 20068231; 21269460; 22814378; 23186163; 28112733; 12672490; 15985610; 22952240; 26601204; 26238514; 28884947; 28124119
P02655	APOC2_HUMAN	3030808; 6593704; 6328445; 3558370; 2415514; 15489334; 6546757; 3014272; 6706938; 194244; 3525527; 11310852; 6772077; 2209608; 22304839; 23234360; 24275569; 1555583; 8112221; 3944271; 8490626; 1782747; 7923858; 8323539; 10391210
O95445	APOM_HUMAN	10531326; 14656967; 15146197; 14574404; 15489334; 16335952; 17525477; 18279674; 18460466; 19159218; 21269460; 11418126; 19733574
Q8WZ64	ARAP2_HUMAN	11804590; 15815621; 9628581; 
Q6DD88	ATLA3_HUMAN	14702039; 17974005; 15489334; 14506257; 17081983; 18270207; 19665976; 19608861; 21269460; 23186163; 23969831; 24459106; 24275569; 25944712; 27619977
O00327	BMAL1_HUMAN	9144434; 9079689; 9576906; 14702039; 16554811; 15489334; 9616112; 11441146; 12738229; 14645221; 16474406; 18587630; 21960634; 23576606; 23955654; 23785138; 23303907; 24385426; 24005054; 24728990; 23916625; 25936801; 28985504; 28112733; 28903391; 29626158; 30530698; 23229515
Q8N100	ATOH7_HUMAN	11889557; 15489334; 14516699; 21441919; 20395239; 22068589; 22645276
O60566	BUB1B_HUMAN	9618306; 9660858; 9763420; 9521327; 9889005; 14702039; 15489334; 10593653; 10477750; 11702782; 14706340; 12925705; 15020684; 16227576; 16760428; 16964243; 17981135; 17785528; 17376779; 19015317; 18374647; 18691976; 18669648; 19413330; 19411850; 19625775; 19407811; 19503101; 20068231; 21269460; 21406692; 23186163; 29883609; 10366450; 15475955; 16411201; 17344846
Q8WY22	BRI3B_HUMAN	11860200; 16541075; 15489334; 17943721; 19608861; 21269460; 23186163; 30983867
Q9UBN1	CCG4_HUMAN	10613843; 14702039; 15489334; 21172611; 21127204
Q9BXL6	CAR14_HUMAN	11278692; 11356195; 21302310; 16625196; 15489334; 18220336; 22521418; 27071417; 27113748; 22703878; 22521419; 26358359; 27760266
Q8N4T0	CBPA6_HUMAN	11836249; 12454025; 15489334; 18178555; 20855895; 21922598
Q8IV32	CCD71_HUMAN	14702039; 16641997; 15489334; 23186163
Q8IVU9	CBCO1_HUMAN	15164054; 15489334
A6NCI8	CB078_HUMAN	14702039; 15815621
Q7Z3E2	CC186_HUMAN	17974005; 15489334; 14996095; 14702039; 12783626; 19413330; 23186163; 24275569
Q9Y6R9	CCD61_HUMAN	15057824; 17081983; 19413330; 19690332; 20068231; 21406692; 22814378; 23186163; 24275569
Q16663	CCL15_HUMAN	9548457; 9624581; 9600961; 10213461; 15489334; 15340161; 9129202; 9558365; 15905581; 10320325
P29466	CASP1_HUMAN	1574116; 1373520; 7876192; 16554811; 15489334; 15498465; 1321594; 11051551; 15030775; 15383541; 16785446; 20197547; 20148899; 21269460; 28314590; 30692621; 8044845; 9190289; 9987822; 15296730
Q9BSQ5	CCM2_HUMAN	14702039; 15498874; 12853948; 12690205; 15489334; 14624391; 20489202; 23186163; 24275569; 23266514; 14740320; 22415356
P83916	CBX1_HUMAN	9169582; 15489334; 10460410; 10202156; 14651845; 15947784; 15899859; 18318008; 20850016; 19880879; 25750265; 20562864; 20498703; 20068231; 21269460; 21406692; 23186163; 23542155; 24275569; 25755297; 28112733; 16615912; 21346195
Q13111	CAF1A_HUMAN	11250073; 15057824; 15489334; 7600578; 10052459; 10648606; 10893180; 11296234; 12697822; 15327775; 30849389; 15882967; 17081983; 18220336; 18669648; 19413330; 19690332; 20562864; 20068231; 21406692; 23186163; 25218447; 25114211; 28112733
Q5T5A4	CA194_HUMAN	8889548; 16710414; 31199454
Q8N813	CC056_HUMAN	14702039; 15489334
Q9BRT8	CBWD1_HUMAN	11489251; 15233989; 10931946; 14702039; 15164053; 15489334; 25582195
Q86SI9	CEI_HUMAN	16515847; 15489334
Q8WUX2	CHAC2_HUMAN	15815621; 15489334; 27913623
P19835	CEL_HUMAN	1698625; 2265692; 1988041; 1639390; 7578248; 9530636; 15164053; 8471055; 1991511; 7654718; 10024660; 10220579; 11834744; 12166660; 16369531; 19760265; 21784842; 27509211; 27650499; 11045623
Q7L1S5	CHST9_HUMAN	11445554; 11139592; 12975309; 14702039; 16177791; 15489334; 28132690
Q8N111	CEND_HUMAN	11311134; 14702039; 15489334
P15882	CHIN_HUMAN	2299665; 1445199; 8336731; 14702039; 15815621; 15489334; 7867622; 2268301; 19413330; 23186163; 18653847
P01732	CD8A_HUMAN	3871356; 3936473; 3918796; 2509342; 2496167; 14702039; 15815621; 2536941; 6605969; 2512251; 2784196; 1460019; 7923932; 12853576; 16236125; 17678538; 17341584; 23657257; 26082771; 1547508; 9177355; 14500983; 11435463
Q8TAL5	CI043_HUMAN	15164053; 15489334
Q9P2X8	CI027_HUMAN	10492169; 15489334
P0DN86	CGB3_HUMAN	6774259; 6690982; 6194155; 14702039; 15057824; 15489334; 7462224; 2422163; 11861891; 1150658; 4795659; 7240231; 1688430; 1820200; 8202136; 16123088
Q9H7B7	CG069_HUMAN	14702039; 12853948; 12690205; 15489334
Q49AH0	CDNF_HUMAN	14702039; 15489334; 17611540; 18561914; 19258449
Q99467	CD180_HUMAN	8975706; 14702039; 15372022; 15489334; 15340161; 9763566; 19159218; 21959264
Q8N8G6	CO054_HUMAN	14702039; 15489334
P11049	CD37_HUMAN	2466944; 2388030; 14702039; 15057824; 15489334; 21930792
Q5T4I8	CF052_HUMAN	14574404; 15489334
Q9NPU4	CN132_HUMAN	12508121; 14702039; 17974005; 
Q32M92	CO032_HUMAN	14702039; 15489334
Q8N815	CNTD1_HUMAN	14702039; 17974005; 15489334
P51788	CLCN2_HUMAN	7795595; 14702039; 16641997; 15489334; 10198195; 19153159; 12612585; 19710717; 22814378; 23186163; 29403011; 29403012; 17762171; 19200853; 19710712; 19191339; 23707145
Q9Y5P4	CERT_HUMAN	10212244; 11007769; 14685229; 14702039; 15372022; 15489334; 17081983; 16895911; 17591919; 18669648; 19005213; 19690332; 21269460; 23186163; 24275569; 25533962; 18184806; 20036255; 23033978; 25356899
Q8IV77	CNGA4_HUMAN	14702039; 16554811; 15489334; 15195096; 17032767
Q8N7P3	CLD22_HUMAN	15815621; 14702039
Q9Y240	CLC11_HUMAN	9442024; 9705843; 10198175; 14702039; 15489334; 11920266; 11803813; 25944712; 27976999
P05177	CP1A2_HUMAN	3755823; 3462722; 2575218; 3681487; 11207026; 15489334; 3517618; 3000715; 9435160; 10681376; 11555828; 12865317; 14725854; 19965576; 21068195; 21576599; 24275569; 26988023; 17311915; 9884316; 11295848; 14563787; 15469410; 15770072; 15643613; 16522833
Q9BQS7	HEPH_HUMAN	11932491; 12975309; 15772651; 15489334; 9734811; 12168954; 23186163
P35680	HNF1B_HUMAN	1677179; 7900999; 9398836; 14702039; 16625196; 15489334; 10484768; 17924661; 10672455; 11845238; 11918730; 12161522; 14583183; 15068978; 15001636; 15181075; 16249435; 15930087; 18264097
A6NHT5	HMX3_HUMAN	15164054; 23186163
A2RU54	HMX2_HUMAN	15489334
O00198	HRK_HUMAN	9130713; 16541075; 15031724; 21731739
P35452	HXD12_HUMAN	15815621; 15489334; 1675198
P84074	HPCA_HUMAN	8166736; 9931466; 14702039; 15489334; 28398555; 25799108
Q9BYM8	HOIL1_HUMAN	9195957; 12629548; 11780052; 15489334; 14759258; 15951569; 17006537; 17449468; 18711448; 20005846; 19136968; 21455173; 21455180; 21455181; 23104095; 22814378; 23798481; 23186163; 22430200; 22517668
P0DTE2	HV511_HUMAN	12508121; 9619395; 11340299; 17576170; 20176268; 22158414; 24600447
P01817	HV205_HUMAN	12508121; 5264153; 6780622; 11340299; 17576170; 20176268; 22158414; 24600447
P20719	HXA5_HUMAN	2568583; 12690205; 12853948; 15489334; 2576652; 18669648
Q96S86	HPLN3_HUMAN	12663660; 12975309; 14702039; 15489334
Q8N5X7	IF4E3_HUMAN	14702039; 16641997; 15489334
Q01344	IL5RA_HUMAN	1833065; 1732409; 1495999; 14702039; 16641997; 12842047; 22153509
P0DOY2	IGLC2_HUMAN	4883841; 4909564; 5549568; 6273747; 6404900; 2115572; 9074928; 10591208; 11872955; 17576170; 20176268; 22158414
Q86VG3	IFTAP_HUMAN	15489334; 23186163; 30476139
P09913	IFIT2_HUMAN	3466167; 15164054; 2454816; 3360121; 16973618; 19416887; 21190939; 20950130; 21642987; 22814378; 22825553
Q01113	IL9R_HUMAN	1376929; 8666384; 10655549; 15772651; 8193355
Q9UIJ7	KAD3_HUMAN	11485571; 14702039; 15164053; 15489334; 21269460; 24275569; 25944712; 
P31321	KAP1_HUMAN	1708242; 7925653; 14702039; 15489334; 16777052; 18691976; 18669648; 19690332; 20819953; 23115245; 23186163; 24275569
P10644	KAP0_HUMAN	3426618; 2310396; 1889088; 8977401; 16625196; 15489334; 12665801; 12213893; 14654843; 15655353; 17081983; 16491121; 16387847; 19367720; 18088087; 18691976; 18669648; 18318008; 19413330; 19369195; 19690332; 20215566; 20068231; 21269460; 21651393; 21423175; 21406692; 22785148; 23115245; 23323113; 22223895; 22814378; 23186163; 24275569; 15371594; 18241045; 22464250; 22464252; 23043190; 22723333; 23425300; 26405036
A1A4Y4	IRGM_HUMAN	19266026; 15489334; 16277747; 16888103; 17554261; 19174780; 21278745
Q8IZA0	K319L_HUMAN	15498874; 16710414; 15489334; 17974005; 14702039; 11347906; 12168954; 19159218; 20068231; 21269460; 20697954; 23186163; 25944712; 26814968; 
P04259	K2C6B_HUMAN	7543104; 2410904; 16541075; 15489334; 1286667; 9618173; 16250206; 21326300
A8MYZ5	IQCF6_HUMAN	16641997
Q14667	K0100_HUMAN	16289875; 7788527; 17974005; 16625196; 15489334; 14702039; 15755502; 18669648; 23186163
Q96SY0	INT14_HUMAN	11230166; 14702039; 16572171; 15489334; 19160420; 19608861; 21269460
Q9NZS2	KLRF1_HUMAN	10671213; 11513955; 11265639; 16541075; 15489334
Q5T749	KPRP_HUMAN	16297201; 16710414; 20068231; 21269460
Q07866	KLC1_HUMAN	8274221; 12839500; 12508121; 15489334; 14970196; 17081983; 18220336; 18691976; 18669648; 19690332; 20074060; 20068231; 21925109; 21406692; 24275569; 25898167; 
Q96E93	KLRG1_HUMAN	9765598; 9842918; 14702039; 15489334; 15879103; 17617594; 19604491
A0A075B6P5	KV228_HUMAN	15815621; 11549845; 17576170; 20176268; 22158414; 24600447
A0A075B6S5	KV127_HUMAN	15815621; 11549845; 17576170; 20176268; 22158414; 24600447
A0A087WSY6	KVD15_HUMAN	15815621; 11549845; 17576170; 20176268; 22158414; 24600447
P46019	KPB2_HUMAN	7847371; 7549948; 10330341; 14702039; 15772651; 15489334; 9600238; 8518797; 8226841; 18691976; 18669648; 19413330; 19369195; 19690332; 20068231; 23186163; 24275569; 8733133; 8733134; 17689125
O60938	KERA_HUMAN	10565548; 10802664; 15489334; 11683372; 16335952; 11726611
P01601	KVD16_HUMAN	6779204; 6402305; 15815621; 11549845; 17576170; 20176268; 22158414; 24600447
P26371	KRA59_HUMAN	1703541; 10023043; 15144888; 15489334
O75335	LIPA4_HUMAN	14702039; 16710414; 15489334; 9624153; 10048485; 14612982
Q5T752	LCE1D_HUMAN	16710414; 15854049
O94953	KDM4B_HUMAN	10048485; 12168954; 15057824; 15489334; 17974005; 15927959; 16603238; 19690332; 19608861; 23186163; 24275569; 28262558
Q6L8G8	KRA57_HUMAN	15144888; 15489334; 
Q92604	LGAT1_HUMAN	15485873; 9039502; 15489334; 24275569
O95970	LGI1_HUMAN	9879993; 11978770; 12975309; 14702039; 15164054; 15489334; 15047712; 17067999; 16518856; 16787412; 17296837; 19191227; 27066583; 11810107; 12205652; 12601709; 12771268; 15079010; 17562837; 18625862; 19552651
Q6UX15	LAYN_HUMAN	12975309; 14702039; 16554811; 15489334; 11294894
P48742	LHX1_HUMAN	9212161; 16625196; 15489334
P07864	LDHC_HUMAN	2440048; 2930531; 14985855; 15489334; 20068231
Q9HD34	LYRM4_HUMAN	11342225; 14702039; 14574404; 15489334; 17331979; 18650437; 19454487; 21269460; 25944712; 23814038
Q9H3W5	LRRN3_HUMAN	12975309; 17974005; 15489334
Q53EV4	LRC23_HUMAN	9074930; 14702039; 15489334
O60711	LPXN_HUMAN	9565592; 14702039; 16554811; 15489334; 10604475; 12674328; 15144186; 15592455; 17329398; 17640867; 18497331; 18451096; 19690332; 20543562; 21269460; 22814378; 24275569; 25944712; 
A8K0S8	ME3L2_HUMAN	14702039; 16625196
Q13233	M3K1_HUMAN	15372022; 9808624; 8597633; 12223491; 15262978; 17761173; 18220336; 18691976; 17906693; 18669648; 19413330; 19369195; 23186163; 17344846; 21129722
O95983	MBD3_HUMAN	9774669; 14702039; 15057824; 15489334; 10947852; 11102443; 12124384; 12183469; 11756549; 15454082; 17081983; 18644863; 18669648; 19690332; 19608861; 20068231; 21269460; 21406692; 23186163; 23361464; 24385926; 28112733; 24307175
Q8NI22	MCFD2_HUMAN	12717434; 14702039; 17974005; 15815621; 15489334; 21269460; 24275569; 25944712; 18590741; 20138881; 20142513; 18685427; 20491958
Q9NXL9	MCM9_HUMAN	14702039; 14574404; 15489334; 16226853; 18669648; 20068231; 23403237; 23186163; 23401855; 25480036; 26300262; 26215093
Q4G0A6	MINY4_HUMAN	12853948; 15489334; 14702039; 23186163
Q96ER9	MITOK_HUMAN	14702039; 15489334; 21269460; 23186163; 24275569; 25944712; 31435016
Q8IVH4	MMAA_HUMAN	12438653; 14702039; 15489334; 24275569; 25944712; 20876572; 15523652; 15308131; 17957493; 23026888; 28497574
Q15759	MK11_HUMAN	8663524; 9207191; 9430721; 9218798; 9235954; 15461802; 14702039; 10591208; 15489334; 9687510; 10330143; 11359773; 11154262; 15356147; 12452429; 19369195; 20626350; 19622861; 17344846
Q8N4P3	MESH1_HUMAN	16572171; 15489334; 19413330; 19608861; 21269460; 20818390
Q9H1L0	MI1HG_HUMAN	14702039; 11780052; 15489334
P61326	MGN_HUMAN	9479507; 11042152; 14702039; 16710414; 15489334; 10662555; 11991638; 12730685; 14968132; 16209946; 16170325; 16314458; 18026120; 19413330; 19410547; 19324961; 22203037; 22223895; 22814378; 23917022; 12781131; 16923391; 16931718; 19033377; 20479275
Q9NRN9	METL5_HUMAN	14702039; 15815621; 15489334; 21269460; 31564433; 32217665; 31328227
Q14165	MLEC_HUMAN	8590280; 15489334; 21269460; 24275569; 25944712
Q2TV78	MST1L_HUMAN	16710414; 10728827
P04733	MT1F_HUMAN	2581970; 3023827; 2444457; 15489334; 21269460
Q93083	MT1L_HUMAN	8766831
P30304	MPIP1_HUMAN	1836978; 15489334; 11139144; 11298456; 12234927; 12399544; 12676583; 14681206; 12676925; 12759351; 14559997; 16356754; 19734889; 20090422; 20228808; 21376736; 22843495; 23186163; 9604936
Q6ZUA9	MROH5_HUMAN	14702039; 16421571
Q86VX9	MON1A_HUMAN	14702039; 16641997; 15489334; 18669648; 19690332; 23084991; 23186163; 24275569; 29038162
P11717	MPRI_HUMAN	2957598; 2963003; 9892739; 14574404; 10900005; 11387475; 12754519; 17081983; 17487921; 18220336; 19367720; 18691976; 18669648; 18318008; 18817523; 19413330; 19159218; 19369195; 19690332; 19608861; 20068231; 21269460; 21406692; 23186163; 24275569; 25944712; 18046459
Q7Z5P9	MUC19_HUMAN	21075863; 16541075; 12882755; 14702039; 17667140; 18184611
Q9NXD2	MTMRA_HUMAN	14702039; 17974005; 16572171; 15489334; 20068231; 21406692; 24275569
Q9H172	ABCG4_HUMAN	11606068; 14702039; 15489334; 11856881; 12183068
Q01484	ANK2_HUMAN	1830053; 8253844; 17974005; 15815621; 15489334; 1833308; 12571597; 15262991; 15611082; 19007774; 21269460; 21406692; 24275569; 27718357; 22411828; 15178757; 16959974; 17940615
Q0P6D2	DIK1C_HUMAN	16177791; 15489334
Q9BTZ2	DHRS4_HUMAN	10333503; 15473316; 17230527; 14702039; 12975309; 12508121; 15489334; 18669648; 21269460; 23128527; 22227495; 24275569; 25944712
Q96M86	DNHD1_HUMAN	14702039; 15489334; 16554811; 12693554; 17974005; 12975309
Q9BSY9	DESI2_HUMAN	10810093; 16710414; 15489334; 21269460; 28483520
Q8TF46	DI3L1_HUMAN	11853319; 14702039; 16572171; 15489334; 20531386; 20531389; 21269460; 23186163
P15924	DESP_HUMAN	1731325; 20524011; 14574404; 15489334; 1689290; 2391353; 10594734; 9348293; 9887343; 11063735; 12482924; 12802069; 16628197; 18220336; 18691976; 18669648; 19413330; 19369195; 19690332; 20068231; 21269460; 21062920; 20940358; 21406692; 22781308; 23186163; 24275569; 12101406; 21536047; 12373648; 11841538; 12875771; 16175511; 15941723; 20031617; 19863551; 22795705
Q5T8R8	DOAS1_HUMAN	14702039; 15164053
P25686	DNJB2_HUMAN	1599432; 14702039; 15815621; 15489334; 7957263; 12754272; 15936278; 20889486; 21719532; 21625540; 22522442; 22396390; 24023695; 24627108; 25274842; 22219199
Q14185	DOCK1_HUMAN	8657152; 15164054; 8662907; 9808620; 11240126; 11171081; 12134158; 12432077; 18669648; 19004829; 21269460; 23186163; 24275569
P30046	DOPD_HUMAN	9480844; 9716662; 15461802; 14702039; 10591208; 15489334; 12665801; 1286669; 21269460; 10079069
Q9P104	DOK5_HUMAN	12595900; 12730241; 11780052; 15489334; 17974005; 12454490
