Entry	Entry name	PubMed ID
Q92974	ARHG2_HUMAN	9857026; 11912491; 9734811; 17974005; 16710414; 15489334; 2466560; 14970201; 15827085; 17081983; 16964243; 17488622; 18211802; 18220336; 18088087; 19043560; 18669648; 18394899; 19413330; 19690332; 19608861; 20068231; 21269460; 21406692; 21887730; 22814378; 23186163; 24275569; 25944712; 28453519; 26820534
Q6ZVZ8	ASB18_HUMAN	14702039; 15815621
Q5T2N8	ATD3C_HUMAN	14702039; 16710414; 15489334
Q96N21	AP4AT_HUMAN	14702039; 15489334; 18220336; 18691976; 20068231; 22472443; 23186163; 26542808; 26756312
Q96GD4	AURKB_HUMAN	9514916; 9809983; 9858806; 11471245; 19134008; 14702039; 16625196; 15489334; 11516652; 11756469; 11413462; 11856369; 11784863; 12689593; 12458200; 12686604; 12925766; 14674694; 14610074; 14722118; 15020684; 15249581; 14602875; 15064709; 16179162; 16103226; 16764853; 17617734; 17543862; 17726514; 18691976; 18591255; 18669648; 19995937; 19369195; 20605920; 20562864; 20068231; 20929775; 21269460; 21658950; 20959462; 21225229; 23036704; 22422861; 23186163; 24814515; 27332895; 22920039; 16762494; 17344846
Q9UMX3	BOK_HUMAN	11034351; 15775999; 15489334; 9535847; 15102863; 15868100; 16302269; 19690332; 19942931; 20673843; 24113155; 23884412; 27076518
Q7Z5W3	BN3D2_HUMAN	14702039; 15489334; 23063121; 28119416; 30127802; 31329584; 31919512
Q969J3	BORC5_HUMAN	11896457; 14702039; 15489334; 16964243; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 24275569; 25807930; 25898167; 25944712
Q00587	BORG5_HUMAN	1629197; 15461802; 14702039; 10591208; 15489334; 12665801; 10490598; 10430899; 17081983; 18220336; 18691976; 18669648; 19413330; 20068231; 21406692; 23186163; 24275569; 24129315
Q9Y6E2	BZW2_HUMAN	11042152; 14702039; 12690205; 15489334; 17081983; 18691976; 18669648; 19413330; 19690332; 19608861; 20068231; 21269460; 21406692; 25944712
O14981	BTAF1_HUMAN	9342322; 9488487; 14702039; 15164054; 10642510; 15509807; 21269460; 23186163
Q9UBR1	BUP1_HUMAN	10542323; 11508704; 15461802; 15489334; 10415095; 24275569; 29976570; 15385443; 22525402; 24526388
P0DN25	C1C1L_HUMAN	15815621
Q9BQE9	BCL7B_HUMAN	8605326; 9931421; 9860302; 14702039; 12853948; 15489334; 9806765; 18669648; 19690332; 20068231; 21406692; 23186163; 24275569; 25569233
Q96G97	BSCL2_HUMAN	14702039; 16554811; 15489334; 11479539; 14981520; 16574104; 18458148; 18585921; 19278620; 21533227; 23564749; 24275569; 27564575; 30970241; 31708432; 31178403; 17663003; 24604904; 27879284; 30901948; 30293840
Q6P575	BGP11_HUMAN	10591208
O00478	BT3A3_HUMAN	9149941; 14702039; 14574404; 15489334; 15340161; 19349973; 20610803; 21918970; 22767497; 24275569; 22846996
Q13137	CACO2_HUMAN	7540613; 14702039; 16625196; 15489334; 9230084; 12869526; 17635994; 22246324; 23186163; 24275569; 25771791; 23022382; 23511477; 23386746
P57730	CAR18_HUMAN	11051551; 12975309; 15489334; 11821383
Q6ZTR7	CBAR2_HUMAN	14702039; 15616553; 15489334; 27528616
Q6ZSI9	CAN12_HUMAN	14702039
Q8IYT3	CC170_HUMAN	14702039; 14574404; 15489334; 28687497
A0A0U1RR37	CA232_HUMAN	16710414
P30988	CALCR_HUMAN	1331173; 8078488; 7588285; 8143880; 10570950; 15563840; 14702039; 12853948; 12690205; 15489334; 15340161; 7720653; 7733946; 7476993; 10860825; 15086532; 9675109; 22946511; 9571205; 9817931
Q9Y6J0	CABIN_HUMAN	9655484; 10591208; 15489334; 9205841; 14718166; 17525332; 20068231; 21406692; 23186163; 23303793; 24275569; 12700764
Q96AQ1	CC74A_HUMAN	15815621; 15489334
Q13698	CAC1S_HUMAN	7713519; 8838325; 16710414; 15489334; 7916735; 8004673; 15001631; 19473981; 29078335; 7987325; 9199552; 18162704; 17418573; 19118277
P20851	C4BPB_HUMAN	8325877; 2300577; 16710414; 15489334; 14760718; 16335952; 19159218
P54284	CACB3_HUMAN	7557998; 8119293; 14702039; 16541075; 15489334; 12181424; 19807924; 29742403
Q96MI9	CBPC4_HUMAN	16572171; 14702039; 15489334; 24094747
Q9UKL3	C8AP2_HUMAN	10718198; 12168954; 14574404; 15489334; 14702039; 10537104; 12477726; 15698540; 17003125; 17245429; 17525332; 19546234; 19690332; 20068231; 23086935; 23186163; 
O75976	CBPD_HUMAN	9714835; 9355738; 14702039; 16625196; 15489334; 9064476; 12643288; 12754519; 18669648; 19159218; 19690332; 21269460; 21406692; 23186163; 24275569; 25944712
Q96HA4	CA159_HUMAN	12975309; 14702039; 16710414; 15489334
Q96HB5	CC120_HUMAN	14702039; 15772651; 15489334; 17525332; 18669648; 19690332; 20068231; 23186163; 25326380; 28422092
Q96HQ2	C2AIL_HUMAN	15489334; 22814378; 26779609
Q13185	CBX3_HUMAN	8663349; 10664448; 15489334; 9169472; 9864353; 9636146; 10460410; 10330177; 11242053; 12004135; 15502821; 17081983; 16964243; 18691976; 18669648; 18318008; 19608861; 20850016; 19880879; 25750265; 20562864; 20068231; 21269460; 21346195; 21406692; 23251473; 23186163; 23542155; 24275569; 25218447; 25772364; 25755297; 25944712; 28167679; 28112733; 
Q8WUD6	CHPT1_HUMAN	10893425; 16303743; 15489334; 16292752; 12359261; 12221122; 22814378
P35219	CAH8_HUMAN	8482548; 14702039; 15489334; 21269460; 19360879; 19461874
P0C843	CI014_HUMAN	17099875
P08962	CD63_HUMAN	3365686; 2171551; 1993697; 1339263; 1599482; 14702039; 16541075; 15489334; 7682577; 4062294; 10793155; 12754519; 15351990; 16917503; 17897319; 19159218; 19640571; 21269460; 21803846; 21962903; 22431521; 22660413; 23632027; 24635319; 25944712
Q9UEE9	CFDP1_HUMAN	9006920; 9602175; 15489334; 10350657; 18669648; 20813266; 20068231; 21269460; 23186163; 24129315; 28112733
A6NGY3	CE052_HUMAN	15372022; 15489334
Q8TEP8	CE192_HUMAN	25042804; 16177791; 11230166; 12693554; 15498874; 14702039; 15489334; 14654843; 15862967; 17980596; 18207742; 18669648; 19413330; 20068231; 23932902; 23186163; 24275569
Q12834	CDC20_HUMAN	7513050; 9811605; 14702039; 16710414; 15489334; 9734353; 9637688; 10459014; 11459826; 14657031; 15525512; 17403670; 17443180; 18794143; 18997788; 18669648; 19098431; 19282672; 20034488; 21269460; 21926987; 22014574; 22692537; 23186163
O96020	CCNE2_HUMAN	9858585; 9840927; 9840943; 18691976; 18669648; 19369195; 19690332; 23186163
P55273	CDN2D_HUMAN	8575754; 7739548; 8741839; 10390011; 15489334; 12665801; 9482106; 22814378; 9751050; 9782052
Q8N1G2	CMTR1_HUMAN	7788527; 14702039; 14574404; 15489334; 12743294; 12743306; 17081983; 18533109; 18669648; 19413330; 19608861; 20713356; 20068231; 21269460; 21310715; 23186163; 24275569; 24402442
Q8IW35	CEP97_HUMAN	16641997; 15489334; 14702039; 14654843; 17719545; 17525332; 18669648; 19460342; 19369195; 20068231; 21269460; 21620453; 22261722; 23186163; 24421332
P53420	CO4A4_HUMAN	7523402; 9792860; 15815621; 9537506; 8365481; 1429714; 8083201; 12193605; 29777959; 9195222; 7987396; 8787673; 11961012; 12631110
Q96IL0	COA8_HUMAN	12508121; 16712791; 15489334; 30552096; 25175347; 29577824
Q9NRU3	CNNM1_HUMAN	15164054; 16344560; 12657465; 15489334; 17974005; 12707951
P29973	CNGA1_HUMAN	1372902; 1379636; 14702039; 15815621; 7532814; 7479749; 15570217
A0A1B0GVH6	CM042_HUMAN	15057823
Q6UXS0	CL19A_HUMAN	12975309; 15489334
P28329	CLAT_HUMAN	1337937; 11172068; 15164054; 15489334; 1388731; 1339386; 3183663; 1784419; 17144655; 12756141
Q8WXI2	CNKR2_HUMAN	14597674; 10048485; 14702039; 15772651; 15489334; 19690332; 21406692; 24275569; 16959974; 25223753; 28098945
Q9H3H3	CK068_HUMAN	16554811; 15489334; 21269460; 24129315; 16511166; 17850744
P61923	COPZ1_HUMAN	11056392; 10810093; 11042152; 14702039; 16541075; 15489334; 19413330; 21269460; 22223895; 24275569; 25944712; 19167404
Q96F05	CK024_HUMAN	11401438; 12975309; 15498874; 15489334; 23186163; 24312644
Q8NHS1	CLDN2_HUMAN	15489334
Q86X59	CQ082_HUMAN	15057824; 15489334
Q15642	CIP4_HUMAN	9210375; 12054674; 16343437; 14702039; 15057824; 15489334; 7776974; 11294612; 10713100; 11069762; 11691828; 11431473; 12456510; 12604778; 15047863; 16326391; 17081983; 16318909; 16630611; 18088087; 18669648; 20068231; 21269460; 21406692; 23186163; 24275569; 17512409; 19387844
P20309	ACM3_HUMAN	3443095; 3272174; 15014171; 16710414; 15489334; 11238933; 7565628; 22077972; 21056967; 23521066; 15870063
P04217	A1BG_HUMAN	15221005; 14702039; 15057824; 15489334; 3458201; 15461460; 14760718; 16335952; 19838169; 24275569
P25106	ACKR3_HUMAN	1675791; 14702039; 15815621; 15489334; 1315461; 16107333; 16940167; 16455976; 17804806; 18653785; 19380869; 19641136; 19255243; 20388803; 20373092; 20887389; 20161793; 20018651; 21655198; 22698181; 22300987; 22457824; 23356288; 23153575
Q96J66	ABCCB_HUMAN	11483364; 11688999; 11591886; 12764137; 15537867; 16444273; 19383836; 19710689; 25896536
Q8IUA7	ABCA9_HUMAN	12150964; 15489334; 14702039; 19159218
Q14738	2A5D_HUMAN	8703017; 9180267; 8566219; 14702039; 19054851; 14574404; 15489334; 16541025; 17525332; 18669648; 21269460; 21406692; 22976297; 23186163; 25533962; 23033978; 26168268
Q86SJ2	AMGO2_HUMAN	12629050; 12843293; 15107827; 17974005; 15489334; 17081983
Q5VUJ5	AGAP7_HUMAN	15164054
P14621	ACYP2_HUMAN	15489334; 6100723; 7796909; 21269460; 22814378; 24275569
Q9BQI0	AIF1L_HUMAN	11230166; 12975309; 14702039; 17974005; 15164053; 15489334; 18669648; 19413330; 21406692; 23186163; 18699778
Q8TED9	AF1L1_HUMAN	12693554; 14702039; 15489334; 21333378
Q9UKB5	AJAP1_HUMAN	14595118; 16710414; 16410724; 16707570; 17267690
Q04828	AK1C1_HUMAN	8486699; 8132567; 7515059; 7626489; 10672042; 11013348; 15164054; 15489334; 8274401; 8573067; 8172617; 12899831; 21414777
Q8IZF5	AGRF3_HUMAN	12435584; 12975309; 14702039; 15815621; 12044878; 12679517; 25713288
Q15848	ADIPO_HUMAN	8619847; 10095105; 10403784; 15489334; 15340161; 8947845; 10961870; 10982546; 11479627; 12878598; 16497731; 19855092; 22905912; 22449980; 10918532; 11812766; 12086969; 12354786
P43652	AFAM_HUMAN	7517938; 8755513; 14702039; 15815621; 15489334; 7875606; 15952736; 12463752; 14760718; 16335952; 16740002; 19046407; 19159218; 19139490; 19838169; 21269460; 26902720; 29153507
Q8TC27	ADA32_HUMAN	12975309; 16421571; 15489334; 15340161; 12568724; 17081983; 20068231
Q9BZ11	ADA33_HUMAN	11814695; 12110844; 12975309; 11780052; 16773130; 19237393; 14659745; 21618342
Q9Y243	AKT3_HUMAN	10092583; 10208883; 10491192; 11230166; 11387345; 16710414; 15489334; 9512493; 12162751; 11707444; 11839817; 15466193; 17178867; 16540465; 17525332; 18524868; 19413330; 20059950; 19713527; 20018949; 20167810; 21269460; 21191416; 21620960; 24275569; 17344846; 18813315; 22729224; 22729223; 22500628; 23745724
Q8WV93	AFG1L_HUMAN	12079282; 14574404; 15489334; 26759378; 27323408
Q9NR80	ARHG4_HUMAN	10873612; 10947987; 10470851; 12168954; 12598901; 17145773; 17599059; 19893577; 17190834; 16959974
Q99767	APBA2_HUMAN	9614075; 9890987; 16572171; 15489334; 9395480; 9110174; 10833507; 19413330; 23186163
Q2VPB7	AP5B1_HUMAN	22022230; 16554811; 15489334; 15498874; 17974005; 20613862
O94973	AP2A2_HUMAN	10048485; 12168954; 14702039; 15489334; 9700202; 11532990; 14745134; 12960147; 15473838; 15598649; 19033387; 21269460; 22484487; 23676497; 24097348; 24275569; 29262337
O00203	AP3B1_HUMAN	9151686; 9182526; 17974005; 15372022; 15489334; 17081983; 18088087; 18669648; 19413330; 20068231; 21406692; 23186163; 25944712; 10024875; 21269460
P15336	ATF2_HUMAN	2529117; 9058782; 11932306; 15815621; 15489334; 2320002; 8855261; 9430721; 9748258; 10821277; 12110590; 15105425; 15916964; 17590016; 18677098; 18397884; 18220336; 18669648; 19413330; 19176525; 19690332; 20068231; 21098032; 21406692; 22304920; 22275354; 22685333; 23186163; 24275569; 10092462; 16959974
O43150	ASAP2_HUMAN	9455477; 15489334; 10022920; 10749932; 11304556; 17081983; 18088087; 18669648; 20068231; 21406692; 23186163
P14415	AT1B2_HUMAN	8305453; 8918259; 9524271; 14702039; 15489334; 2538450; 19694409; 19159218
P49418	AMPH_HUMAN	8076697; 7757077; 9513187; 12690205; 12853948; 15489334; 16903783; 20946875; 12057195
Q9NXU5	ARL15_HUMAN	14702039; 15489334; 21269460
Q86WG3	ATCAY_HUMAN	16899818; 11347906; 14702039; 15489334; 14556008; 16275660; 18628984; 21369758
Q9H9F9	ARP5_HUMAN	14702039; 11780052; 15489334; 12601173; 16230350; 18026119; 18163988; 18922472; 19014934; 20855601; 21303910; 28112733
Q9BQP9	BPIA3_HUMAN	11780052; 15489334
Q8NFQ5	BPIB6_HUMAN	12185532; 11780052; 19690332; 21076407
O75947	ATP5H_HUMAN	11042152; 14702039; 15489334; 19608861; 21269460; 24275569; 25944712
Q12982	BNIP2_HUMAN	7954800; 14702039; 16572171; 15489334; 18088087; 18691976; 18669648; 19413330; 19690332; 20068231; 21406692; 23186163; 24275569
O14867	BACH1_HUMAN	9544839; 9479503; 14702039; 10830953; 15489334; 16964243; 18669648; 23186163; 24035498; 
Q9HBH7	BEX1_HUMAN	11989783; 15958283; 10931946; 14702039; 15772651; 15489334; 15920485
Q7L1Q6	BZW1_HUMAN	7584026; 14702039; 15815621; 15489334; 11524015; 17081983; 16964243; 18669648; 18318008; 19413330; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 28112733
Q9HCU9	BRMS1_HUMAN	10850410; 14702039; 15489334; 12414911; 14581478; 17000776; 20830743; 22085717; 28112733; 21777593
P02730	B3AT_HUMAN	3223947; 2594752; 16252102; 15489334; 2790053; 6345535; 701248; 7506871; 1527044; 6615451; 1352774; 8547122; 3372523; 1998697; 1885574; 7665627; 10861210; 10942405; 21269460; 23219802; 24275569; 26049106; 8508760; 8045253; 8168533; 8527430; 9454576; 9765907; 9709005; 11049968; 24121512; 26542571; 1678289; 1722314; 1378323; 1538405; 8343110; 8471774; 8206915; 7812009; 7530501; 8943874; 8640229; 9207478; 9012689; 9233560; 9312167; 9191821; 9973643; 9845551; 9854053; 9600966; 9709782; 10580570; 10926824; 10942416; 10745622; 11208088; 10738034; 11061863; 11155072; 11380459; 15211439; 14734552; 15813913; 16227998; 20151848; 21849667
O43505	B4GA1_HUMAN	9405606; 15489334; 19587235; 23359570; 23877401; 25279699; 25279697
Q9NW68	BSDC1_HUMAN	12975309; 14702039; 17974005; 16710414; 15489334; 20068231; 21269460; 21406692; 23186163; 24275569
Q8IXM2	BAP18_HUMAN	15146197; 14702039; 16625196; 15489334; 15960975; 20850016
Q6Y288	B3GLT_HUMAN	12943678; 16899492; 14702039; 15057823; 15489334; 16909395
Q5H9J7	BEX5_HUMAN	15958283; 15772651; 15489334
Q96G01	BICD1_HUMAN	9367685; 14702039; 16541075; 15489334; 12447383; 17707369; 20089649; 23186163
Q9NPI1	BRD7_HUMAN	11025449; 12489984; 15616553; 15489334; 14702039; 17081983; 16265664; 16475162; 19367720; 20215511; 20228809; 20660729; 20068231; 21406692; 23186163; 24275569; 25755297; 28112733; 17498659
O43825	B3GT2_HUMAN	9417100; 9582303; 11318611; 14702039; 16710414; 15489334
P0DP25	CALM3_HUMAN	3182832; 2223880; 15057824; 15489334; 7093203; 1474585; 9804419; 14654843; 12871148; 16127172; 15746192; 15592455; 16760425; 17719545; 18650434; 18669648; 19413330; 19690332; 19608861; 20466722; 21269460; 21406692; 23109337; 22223895; 22484487; 22814378; 23186163; 24275569; 24129315; 25944712; 27564677; 27876793; 28112733; 27516456
O00585	CCL21_HUMAN	9235955; 9257816; 9300671; 9419363; 12975309; 14702039; 15489334; 9507024; 14978162; 23341447; 22221265
O15484	CAN5_HUMAN	9367857; 15489334; 9339374; 23055945
Q4G0X9	CCD40_HUMAN	10997877; 14702039; 16625196; 15489334; 21131974; 22693285; 23255504; 23402890; 25186273; 27120127
Q96LS8	CB048_HUMAN	14702039; 15489334
A6NNP5	CC169_HUMAN	14702039; 15057823; 15489334
Q96NT0	CC115_HUMAN	14702039; 15815621; 15489334; 16378758; 25944712; 26833332; 28296633
Q6P1N0	C2D1A_HUMAN	12761501; 14702039; 15489334; 15592455; 16033914; 16964243; 18220336; 18669648; 20171170; 20068231; 21269460; 21406692; 23186163; 24275569
Q9UPV0	CE164_HUMAN	17954613; 18283122; 10470851; 16554811; 15489334; 17974005; 14702039; 19197159; 21976302; 22863007; 23348840; 23186163; 23530209; 26337392
Q13352	CENPR_HUMAN	7593198; 10490654; 14702039; 16710414; 15489334; 11864709; 9182673; 10673397; 11713274; 12244126; 15082778; 15254226; 16622420; 16622419; 18669648; 20068231; 23186163; 28112733
Q9Y4M8	CH071_HUMAN	11230166; 16421571
A4D0T2	CG066_HUMAN	12690205
Q15762	CD226_HUMAN	8673704; 14702039; 16177791; 15489334; 15039383; 15607800; 18088087; 19690332; 26755705
P24863	CCNC_HUMAN	1833066; 8833152; 14702039; 14574404; 8700522; 9734358; 10024883; 10993082; 15175163; 16595664; 17525332; 19369195; 21806996
A6NKQ9	CGB1_HUMAN	18048458; 15057824; 15489334; 11861891; 16123088
Q6NT52	CGB2_HUMAN	18048458; 15057824; 15489334; 11861891; 16123088
Q9NPJ3	ACO13_HUMAN	10931946; 14702039; 14574404; 15489334; 19413330; 21269460; 22223895; 22814378; 24275569; 25944712; 16934754; 19170545; 
Q15822	ACHA2_HUMAN	8906617; 14702039; 16421571; 15489334; 27493220; 16826524; 25847220
P27348	1433T_HUMAN	2015305; 8515476; 15489334; 12665801; 23572552; 9360956; 10862767; 11080204; 12042314; 12177059; 14654843; 15159416; 17081983; 16959763; 19172738; 18691976; 18669648; 19640509; 19690332; 19608861; 20068231; 21269460; 22814378; 24275569; 26047703; 25588844; 25944712; 28436939; 28112733; 7603573; 17085597
Q9NP78	ABCB9_HUMAN	11011155; 10748049; 13679046; 15491607; 10819331; 14702039; 16541075; 15489334; 15577206; 15863492; 17977821; 17897319; 18952056; 18175933; 18434309; 20377823; 21212514; 11829140
Q5FVE4	ACBG2_HUMAN	15685348; 16762313; 11230166; 12975309; 14702039; 15489334; 16371355
Q8NCV1	ADAD2_HUMAN	14702039; 15489334
O60242	AGRB3_HUMAN	9533023; 9628581; 12168954; 14702039; 14574404; 15489334; 18669648; 21262840; 24567399; 22333914; 25713288
P68032	ACTC_HUMAN	6310553; 15489334; 19015515; 23673617; 26228148; 30626964; 9563954; 10330430; 10966831; 14729850; 17947298; 18403758
P35348	ADA1A_HUMAN	8396931; 8024574; 8183249; 8564208; 7737411; 7815325; 9490024; 10493934; 14702039; 15489334; 8196478; 18802028; 22120526; 24567387; 8832064; 15179408; 16959974
P51828	ADCY7_HUMAN	7584026; 15616553; 15489334; 12454008; 15581358; 18541530; 23229509; 23842570
Q9UJX3	APC7_HUMAN	9469815; 15489334; 17974005; 18485873; 18669648; 19608861; 21269460; 23186163; 16364912; 19091741; 25043029; 26083744
Q9BXX2	AN30B_HUMAN	16177791; 15489334; 11280766; 14702039
Q15041	AR6P1_HUMAN	7584044; 14702039; 15616553; 15489334; 10995579; 12754298; 24076029; 24262037; 25612671; 24482476; 30237576
Q5T9G4	ARM12_HUMAN	14702039; 14574404; 15489334
P40617	ARL4A_HUMAN	14702039; 12690205; 15489334; 10462049; 10980193; 10831612; 17398095
P84077	ARF1_HUMAN	2474826; 1899243; 1577740; 9110174; 16710414; 15489334; 8861955; 10022920; 11950392; 15107860; 17347647; 17555535; 19413330; 20213681; 21269460; 21454700; 22223895; 23535599; 23889934; 24058294; 24275569; 25255805; 25807930; 28868155; 25944712; 7990966; 10102276; 14690595; 15308674; 
Q96CW1	AP2M1_HUMAN	7788527; 16641997; 15489334; 12032142; 14745134; 12952941; 12694563; 15473838; 14985334; 16581796; 17643423; 19033387; 18691976; 19419997; 21269460; 23676497; 23529131; 23186163; 24275569; 25944712; 11583591; 31104773
O76027	ANXA9_HUMAN	9742942; 10899159; 16710414; 15489334; 24275569
Q9Y587	AP4S1_HUMAN	10436028; 14702039; 12508121; 15489334; 10066790; 21620353
P01160	ANF_HUMAN	6203042; 6547996; 6095118; 6095119; 6542248; 3158606; 16710414; 15489334; 6097248; 6238331; 6230082; 3838202; 2972874; 1826098; 2825692; 2972276; 2532366; 2528951; 2162527; 1660465; 1672777; 8384600; 8351194; 8087923; 7955907; 7984506; 7831500; 8653797; 7720651; 7595132; 8779891; 8853410; 9794555; 9893117; 11145122; 10880574; 14559895; 15741263; 16875975; 18835931; 21672517; 22291141; 22307324; 25401746; 30534047; 8043577; 16870210; 18614783; 23275345
Q9C0F0	ASXL3_HUMAN	16177791; 14702039; 11214970; 12168954; 17974005; 15138607; 23383720; 30158690
Q495Z4	ASAS1_HUMAN	16625196; 15489334
Q6UY14	ATL4_HUMAN	12975309; 16710414; 15489334; 15498874; 12706885; 16335952; 16364318; 19200529; 19139490; 20702823; 21989719; 24275569
P08243	ASNS_HUMAN	2886907; 2565875; 14702039; 12690205; 12853948; 15489334; 3470743; 2569668; 2564390; 2573597; 14654843; 19608861; 21269460; 23186163; 24139043
Q13825	AUHM_HUMAN	7892223; 15164053; 15489334; 12434311; 21269460; 24275569; 25944712; 29056341; 11738050; 12655555
P03928	ATP8_HUMAN	7219534; 7530363; 12949126; 11130070; 12840039; 14760490; 21269460; 25944712; 1757091; 9461455; 19188198
P12645	BMP3_HUMAN	3201241; 15815621; 15489334; 11138004; 13678778; 15269709; 15475196; 24275569; 17924656
Q14137	BOP1_HUMAN	11237751; 16421571; 15489334; 8590280; 12429849; 16043514; 17081983; 16964243; 16738141; 17353269; 17189298; 18691976; 18669648; 18318008; 19413330; 19690332; 20068231; 21269460; 21406692; 24120868; 23186163; 24275569; 25825154
Q96SQ7	ATOH8_HUMAN	12419857; 14702039; 15815621; 15489334; 17974005; 24236640; 24463812
Q8IWZ6	BBS7_HUMAN	12567324; 14702039; 15815621; 15489334; 16327777; 17574030; 18000879; 20080638; 22072986; 22814378; 12677556; 15770229; 21344540; 21552264; 21258341
P78537	BL1S1_HUMAN	8770567; 16541075; 15489334; 8646881; 15102850; 17182842; 21269460; 22309213; 22203680; 25898167
Q6PJG6	BRAT1_HUMAN	14702039; 12853948; 12690205; 15489334; 17974005; 16452482; 16964243; 18691976; 18669648; 19413330; 19690332; 20068231; 21269460; 22977523; 25657994; 23186163; 25070371; 25631046; 22279524; 26483087; 26494257; 27282546
Q99622	C10_HUMAN	9074930; 14702039; 15489334; 19413330; 21269460; 22223895; 23453666; 23633300; 23453665
P15538	C11B1_HUMAN	2592361; 2401360; 16421571; 15489334; 7903314; 3499608; 1741400; 18215163; 2022736; 9302260; 10599751; 10391209; 10391210; 16046588; 20331679; 20089618; 20947076; 23940125; 24536089; 24022297; 24987415; 26053152; 26476331
