UniprotID_1,UniprotID_2,confidence
P19338,P25098,0.191
P48431,Q562F6,0.36
Q9Y5Y2,Q13418,0.191
P28072,O00506,0.191
P42858,P37840,0.644
Q8ND82,P02545,0.191
P52948,Q96DB2,0.36
P23458,P06748,0.191
Q8N9T8,P05388,0.684
P46781,Q9BVS4,0.976
P20618,P49674,0.191
Q15418,P84098,0.494
P22681,Q8IZW8,0.55
P19784,Q8TBX8,0.36
Q00535,P08708,0.36
P62829,P25098,0.191
Q96DB2,Q9NQ55,0.36
Q9Y572,P06753,0.28
Q9Y262,O75822,0.893
Q9UM73,Q13131,0.191
P62888,Q969P0,0.191
P42677,P25098,0.191
O95817,Q16775,0.494
Q5S007,O95295,0.89
Q13418,P78527,0.36
Q9Y5X1,Q9Y5X2,0.431
P06748,Q8N983,0.738
Q71UM5,P50750,0.191
P62318,P84090,0.816
Q99873,Q15906,0.36
Q13347,Q9BVS4,0.36
Q96KB5,P42766,0.191
P48431,O60315,0.191
O95747,Q9BVA1,0.191
O15105,P62987,0.28
Q9UBV8,O95817,0.191
P48431,Q96JM2,0.494
O00159,O15205,0.191
Q9H5I1,Q02363,0.36
Q9UNM6,O00506,0.191
P23246,O15205,0.191
P46783,Q15418,0.191
P25098,Q5TZA2,0.191
Q6UXX9,Q6NYC1,0.36
Q6NYC1,Q6UXX9,0.36
P60033,P51991,0.191
P62081,Q9BVS4,0.844
Q13418,Q15165,0.191
Q13418,Q9UGP8,0.191
P48431,P46060,0.36
Q12931,P06753,0.676
O14641,P06753,0.28
Q96LA8,Q9Y2M5,0.36
Q96LL4,O60341,0.36
P06748,Q05513,0.191
P62263,Q9P289,0.191
P07437,P11802,0.494
P48552,Q9UBC3,0.861
Q9P035,Q13131,0.191
Q13418,O95793,0.191
P62266,Q15418,0.494
O95185,P06748,0.191
Q99880,Q969P0,0.191
Q03112,P05412,0.55
Q9BS31,O43463,0.54
P31943,Q9BVS4,0.191
P62829,P49674,0.28
Q9Y5Z9,P04035,0.778
Q16539,Q8WWM7,0.191
Q00535,Q8WWM7,0.191
Q13418,O43852,0.191
Q6ZU52,O60341,0.36
Q8TDY2,Q676U5,0.976
Q15020,P48431,0.191
P46109,P02545,0.191
Q8IZU3,P51587,0.55
P22694,P61962,0.684
O94927,Q13418,0.36
P63173,Q96S44,0.191
O00506,P62195,0.494
P15408,Q03112,0.431
P35626,P25098,0.9
Q6VN20,P48431,0.191
P61964,Q13547,0.926
P07477,Q05655,0.191
Q09472,Q9BQG0,0.55
Q53GQ0,Q13418,0.191
Q9BTM9,P80188,0.431
P12956,Q6NT76,0.778
P47897,Q9BVS4,0.191
P26641,P49674,0.494
Q9NVI7,Q9BVS4,0.191
P10275,O15550,0.431
Q9Y3C5,Q16401,0.28
P62258,Q6ICG6,0.28
P11802,Q13188,0.36
Q9ULV4,Q13131,0.191
P16403,O15205,0.191
Q16543,Q13164,0.55
P06702,Q00535,0.191
Q16539,P07900,0.75
Q12931,P11802,0.36
Q01844,Q15149,0.431
P10275,Q8IXJ9,0.431
P49674,Q8NC51,0.191
Q15418,P32969,0.494
Q9Y265,P11940,0.997
P28799,P20333,0.931
P09017,O43463,0.36
P62258,Q13247,0.28
O95163,Q9BTM9,0.431
Q8WWC4,Q96DB2,0.36
Q9Y3C5,P32780,0.28
Q96A04,O60341,0.36
Q8TAQ2,O14746,0.431
Q96S44,P61313,0.191
Q14676,P06753,0.191
P49023,P35222,0.798
P22626,P02545,0.882
Q52LW3,O60341,0.36
P52943,O95817,0.494
P07814,O15205,0.191
Q05655,Q86YZ3,0.191
P23258,Q96Q15,0.191
Q9Y2R9,Q9BVS4,0.191
Q99732,O95817,0.191
O75528,O60341,0.36
P60033,B5ME19,0.191
Q15208,P06748,0.191
P68104,P06748,0.99
P40227,O15205,0.191
Q9NR30,P25098,0.191
P00533,O43264,0.191
P31946,Q96S44,0.191
O95817,Q9BZZ5,0.191
P00533,O14980,0.191
P67936,O15205,0.191
Q9Y5K8,Q5VZM2,0.719
Q8N3F8,P61026,0.431
P22626,Q9BVS4,0.191
O95747,P62273,0.191
O14745,O00506,0.191
O95817,Q8IZ96,0.191
P00533,Q9UIA9,0.191
Q15427,O95817,0.191
O95817,Q9UJY5,0.494
Q08209,Q13164,0.28
Q92786,Q92786,
Q13501,P08138,0.28
P08670,Q13131,0.191
P35222,P22681,0.55
Q8IUQ4,P35372,0.719
P50990,P49674,0.55
O95817,Q6IAA8,0.191
Q15013,Q562F6,0.644
Q92900,Q9Y230,0.75
P68371,Q9P289,0.995
P46109,P28482,0.744
P61513,Q96KB5,0.191
Q14186,Q9UBE8,0.431
Q96KB5,P53999,0.191
Q9HCN4,P48431,0.191
P20648,P48449,0.191
Q71DI3,P05362,0.191
P22087,P19784,0.191
Q13418,Q14204,0.191
P82650,Q9BVS4,0.191
Q92522,Q15418,0.191
P46783,Q13188,0.191
O95817,Q9BU89,0.191
P09884,P30154,0.28
P16403,Q16539,0.6
P02768,O00506,0.191
Q13418,Q9BVA1,0.191
P08473,Q9BY41,0.36
Q96EY1,P07900,0.999
P08670,Q96S44,0.191
P83731,Q13418,0.54
P60660,O00506,0.191
P35268,Q05655,0.191
Q9UHI6,Q9UHI6,
Q9Y230,Q13418,0.54
Q13131,P84098,0.191
P25705,O15205,0.191
P60033,Q93079,0.191
O75342,Q9BYJ1,0.861
Q8N5N7,P06748,0.191
O95817,Q9BT22,0.191
Q04695,O60341,0.36
P18847,O43463,0.36
O43463,P18847,0.36
P41145,Q9P0L0,0.431
O15205,Q04726,0.191
P50402,Q13286,0.191
P27986,P19174,0.895
P02786,Q13286,0.191
O75398,P16220,0.28
Q9UHP3,Q9Y4K3,0.644
Q9BQ04,Q8NB12,0.36
Q9NR30,Q15418,0.191
Q9Y3C5,O75604,0.28
P48431,Q9P015,0.191
P62266,P11802,0.494
Q9Y679,P35372,0.719
P05141,Q13043,0.191
Q9BXM7,Q9Y3I1,0.55
P11387,Q9BVS4,0.191
Q9BUF5,P60033,0.191
P84098,Q9BVS4,0.36
Q9UM73,Q13418,0.191
P07437,Q969P0,0.191
P17813,P50281,0.431
Q9Y2Z0,Q96DB2,0.36
Q14690,Q96DB2,0.36
P48431,O00267,0.191
Q8N1G0,P19784,0.36
Q96S44,Q92734,0.191
Q8NFT6,O60341,0.36
P49336,Q01094,0.28
Q71UI9,O15205,0.191
O95817,Q8IU85,0.191
Q6RFH5,Q96DB2,0.36
Q8NHY6,O60341,0.36
P62249,Q15418,0.191
P63173,Q13131,0.191
P48431,Q12929,0.191
Q08380,Q9P289,0.191
P30414,P19784,0.191
Q13418,Q9Y2X3,0.54
Q15907,Q9P2M4,0.778
O00213,P16104,0.28
Q9HB03,Q8N307,0.431
Q13131,P05386,0.191
P40337,Q8N6L1,0.28
P82664,O95817,0.191
P01106,Q9NXA8,0.431
O43474,O15054,0.28
Q04323,P60033,0.191
P02545,O94842,0.191
O95817,Q9BT04,0.191
Q68EA5,Q9H5I1,0.36
O60343,P51970,0.28
O95817,O15144,0.494
P19474,P06748,0.191
O43463,Q3KNS6,0.636
Q3KNS6,O43463,0.636
P61513,Q9BVS4,0.191
Q68G74,O43463,0.36
P19784,Q8IWU5,0.191
Q9H254,Q13188,0.191
P25098,P48740,0.191
Q8IYS1,Q9BVS4,0.191
P47914,P25098,0.191
Q9H6K4,O43463,0.36
P62851,P24941,0.191
P07098,P20648,0.191
P62249,Q13188,0.191
O95817,P06744,0.494
Q9ULX6,Q96DB2,0.36
Q6P2Q9,P05362,0.191
Q96LA8,Q9UDY8,0.36
O95816,Q96DB2,0.36
Q8NFC6,P48431,0.191
P84098,Q96S44,0.191
P12236,P25098,0.191
Q9HCC0,P49674,0.191
O00411,P22694,0.191
Q9UNF1,P06753,0.191
Q9UDY8,O60341,0.36
P50750,P23396,0.191
Q8N4C7,O43463,0.36
Q9HCC0,Q13418,0.191
P07437,Q13131,0.191
Q494V2,O60341,0.36
P61247,O00506,0.191
P05362,Q99880,0.191
P06748,P10599,0.581
P25098,P10809,0.191
P14923,Q16539,0.191
Q5VWQ8,O15169,0.431
Q13418,P62081,0.54
P08729,O60341,0.36
P62750,Q00535,0.191
O95817,Q9UGI9,0.191
Q13393,Q9P289,0.191
Q9UPN7,P48431,0.191
Q02878,Q969P0,0.191
O14654,Q96S44,0.191
O14744,Q6NXT2,0.36
P09661,Q969P0,0.191
Q9Y5K6,P02545,0.191
Q96KB5,P08670,0.191
Q9P2B7,P19784,0.191
Q9Y2T7,P05362,0.191
A1L167,Q969H0,0.28
Q9Y265,P49674,0.431
Q96CS2,O60341,0.36
Q13017,P06748,0.191
Q7Z6G3,O60341,0.191
Q7Z589,Q13547,0.644
Q01201,Q9HC98,0.719
Q13418,O43823,0.191
Q99879,P05362,0.191
Q92522,Q96DB2,0.36
Q13418,Q14674,0.191
P25098,Q16543,0.191
O14879,P06753,0.28
Q9P2D0,Q969P0,0.191
Q92934,P45983,0.28
O43809,P06748,0.191
Q9BXJ9,Q5TDH0,0.191
P60033,P05388,0.191
P19784,P51965,0.191
P25705,O00506,0.28
P15313,O43463,0.36
P43220,Q9HD20,0.55
Q96LA8,Q8N988,0.191
Q05655,P54652,0.494
P34931,O95817,0.191
Q8NHQ1,O60341,0.36
P05141,P22694,0.778
P30050,Q15418,0.494
P46087,Q9UKV0,0.36
P04843,P24941,0.191
P62258,Q13188,0.191
Q53QZ3,O60341,0.36
P37108,Q969P0,0.191
O43474,O95983,0.644
Q9H2W6,P06748,0.191
Q5QJE6,Q96DB2,0.36
P23528,Q05513,0.191
O60341,Q9BXL8,0.36
P17844,Q15797,0.719
P35222,P14618,0.636
Q92734,P24941,0.191
Q8WYQ5,Q92945,0.28
Q9NXS3,P22694,0.191
P48431,O15014,0.36
Q5T5X7,Q9BVS4,0.36
P49841,Q86YZ3,0.191
Q99460,Q9BVS4,0.191
O95817,Q9P0U3,0.191
P62273,Q16539,0.191
Q9UM11,P53350,0.861
O95373,P48431,0.191
Q13418,P26641,0.191
Q6YHU6,P00533,0.191
P00533,Q9H7D7,0.191
P52701,O15205,0.191
Q16543,Q13188,0.418
Q13418,Q3KP31,0.191
P60033,Q9NY65,0.191
Q8TBB5,O43463,0.36
O43463,Q8TBB5,0.36
O95747,P25705,0.191
P22694,Q5VU43,0.644
Q8WWF6,O95817,0.191
P46778,Q96S44,0.191
P68400,Q92504,0.778
O95817,O14669,0.191
P46782,Q13131,0.191
O60884,Q15418,0.191
P25490,Q03112,0.431
Q9Y4C1,O43353,0.36
Q9Y265,O94763,0.871
Q96A33,P02545,0.191
P19784,P24941,0.191
P62277,P05362,0.191
Q9UBU9,Q9BTM9,0.431
P08865,O95817,0.191
P19784,Q96S94,0.36
O60260,Q9Y3I1,0.55
P62266,P22694,0.191
Q16650,Q96S44,0.191
P50990,P19784,0.191
Q14457,Q9UNL4,0.431
P49327,P25098,0.191
Q6PKG0,P48431,0.191
P49674,Q9H3U1,0.712
Q15678,P06748,0.191
Q99460,Q15418,0.494
O95747,P25786,0.191
P62910,Q13131,0.191
P61353,Q969P0,0.191
P62841,Q00535,0.191
Q7Z7L1,P48431,0.191
Q08170,P62258,0.28
P19784,P35659,0.36
P55786,O15205,0.191
O14744,O43852,0.36
O43156,Q9H6T3,0.944
P80217,O60341,0.36
P18621,Q13131,0.191
P07437,O00506,0.996
P42766,Q969P0,0.191
P62263,P22694,0.191
O75175,P48431,0.191
P31943,Q15418,0.494
O95817,P84022,0.191
P83731,P60033,0.191
Q8IWZ8,P02545,0.191
P30050,Q13043,0.36
O95817,Q96BF3,0.191
P63167,P22694,0.494
P49841,Q99062,0.28
Q92598,O00506,0.802
P17676,Q9H3D4,0.28
Q9BTE3,P25205,0.985
Q13131,P10809,0.191
Q13418,P14373,0.191
Q13829,O43463,0.36
Q96LA8,Q9Y483,0.36
P50914,Q96S44,0.191
P25098,P62987,0.191
Q07108,P21453,0.55
P04259,O60341,0.36
Q13131,P52597,0.191
Q8TEX9,P00533,0.191
Q13131,Q9BSD7,0.191
P47914,P49841,0.191
Q92522,Q13131,0.191
Q92547,P30988,0.28
Q13418,P53007,0.54
O15379,Q99832,0.36
Q12931,Q00535,0.36
P53999,Q9P289,0.191
P28838,Q02742,0.431
Q7Z419,O15350,0.28
Q13424,O94810,0.28
P62424,Q969P0,0.191
P25398,O95817,0.191
O43463,Q9UJX2,0.36
Q15836,P20648,0.36
P24385,Q00535,0.956
Q96N77,O60341,0.36
O60341,Q96N77,0.36
Q08AM6,P00533,0.191
P49674,P78527,0.191
P50990,O15379,0.36
Q6PJ61,P33991,0.28
P60033,P30050,0.191
P20648,P20648,
P28482,P01116,0.28
Q9UPP1,O15047,0.55
P49674,P28074,0.191
Q96KB5,Q02413,0.191
Q9NUX5,O14773,0.55
Q71UM5,Q9P289,0.75
Q9NTJ3,O15205,0.191
Q13596,Q9Y5X2,0.431
O95817,Q13155,0.191
P35998,P49674,0.28
P47914,Q96S44,0.191
Q08554,P49674,0.191
Q5VWJ9,O95219,0.431
Q13043,P10809,0.36
Q96LA8,Q8N1K5,0.36
P57775,Q13098,0.28
Q96LA8,O75843,0.36
Q86W26,P00533,0.191
O95817,Q99677,0.191
Q96LA8,Q53H96,0.36
Q9Y6J9,P48431,0.191
P62910,Q9BVS4,0.191
P11021,Q9P289,0.902
Q92598,P49674,0.844
P49407,Q96GD0,0.28
P43351,P62937,0.55
Q9UJX6,P48431,0.191
P28074,Q9BVS4,0.191
P48735,Q13547,0.36
O00267,P02545,0.191
Q01518,O00506,0.36
Q96A08,Q969P0,0.191
Q92905,P29597,0.55
Q13043,Q13200,0.191
Q9P289,P62081,0.191
Q96S44,Q96S44,
P00533,Q6IBW4,0.191
P31689,Q969S8,0.36
Q9UBN7,P27708,0.28
Q9NVI7,P24941,0.191
P23246,P49674,0.844
Q96LA8,O43463,0.36
P62280,Q99986,0.191
P50750,P62847,0.191
O43242,O95817,0.191
Q8N2H9,O43353,0.55
P06899,Q969P0,0.191
P62851,Q99986,0.191
Q14257,Q13286,0.191
O43739,P35568,0.55
P35712,Q14669,0.778
Q01844,O00506,0.28
A5D8V7,O60341,0.36
Q96AG4,Q9BVS4,0.191
Q96LA8,O43295,0.36
Q01094,Q96PU4,0.28
O95817,Q9NS18,0.191
Q7Z4H7,O60341,0.36
O15205,P07900,0.191
P49674,Q14315,0.75
P05362,Q9UJT0,0.191
Q96LA8,Q96LJ8,0.36
Q14847,Q9UDY2,0.973
Q9UDY2,Q14847,0.973
P60660,Q9BVS4,0.191
P25098,P62195,0.191
P62829,P49841,0.191
Q9BQE3,Q9P289,0.802
O75558,O43463,0.36
P23396,O00506,0.191
O94885,Q9NWZ3,0.28
Q13330,P62987,0.28
Q9P2M4,O75385,0.719
Q96RS6,P06748,0.191
Q5I0X7,O95817,0.191
P55268,P06748,0.191
P49674,Q9UET6,0.191
P16403,Q00535,1.0
P08708,Q99986,0.191
Q96LA8,O77932,0.36
Q96EL3,P06748,0.191
Q8NB12,Q9ULD0,0.36
Q9NY65,Q9UBN7,0.28
P49593,O60610,0.824
P49841,P62847,0.191
Q86VP3,Q8N660,0.28
Q13418,P62266,0.54
Q9NQT5,Q7Z2W4,0.482
P32969,Q969P0,0.191
P48431,P22670,0.191
Q9NV96,Q8NB49,0.28
Q13131,Q5TZA2,0.191
P35240,O60341,0.36
Q13131,P35030,0.191
O15541,P02545,0.191
Q8IX15,Q92997,0.28
Q00526,P24941,0.802
Q13131,Q8WWM7,0.191
P43220,Q99437,0.55
Q13114,Q9NPH3,0.431
Q9UBQ0,Q9BVS4,0.191
P81605,P49674,0.191
P78371,Q00535,0.36
Q8IZU1,Q6NYC1,0.36
O95817,O95831,0.191
P49674,Q5H9R7,0.962
P43405,Q9NR96,0.28
P38919,P09651,1.0
P49841,P08238,0.28
P21359,P29590,0.55
Q9NQZ5,O95817,0.191
O95747,Q3ZCQ8,0.191
O14818,O00506,0.191
Q05655,P42766,0.191
P00533,Q9BXS5,0.191
Q03112,P17275,0.55
P53007,Q13131,0.191
Q8IZU1,O60341,0.36
Q12769,Q9BTM9,0.431
Q9NYH9,Q96DB2,0.36
P49674,O94887,0.36
Q96LA8,Q96EY1,0.36
P60033,P62841,0.191
P48431,Q9UBB5,0.36
Q13043,P22626,0.636
P49674,P55735,0.55
P37231,O95405,0.28
P09382,P06748,0.793
Q13043,P16615,0.191
P00558,Q9UBN7,0.28
P13693,P16104,0.778
P32942,P60709,0.191
P17612,Q9Y6W5,0.431
Q13418,P31943,0.191
P07437,Q15418,0.191
P06753,Q13618,0.191
Q9UHK0,Q9NWK9,0.644
O95747,P62266,0.191
Q13043,P07900,0.55
Q9BXS6,P41002,0.191
Q9UN36,Q9UI14,0.861
P31943,P11802,0.712
Q13418,Q06830,0.191
P15924,Q99986,0.191
O43463,Q8IZQ1,0.36
P62280,Q13131,0.191
Q13424,Q01970,0.28
P25098,P25098,
P49674,O15371,0.494
P68371,Q15418,0.494
O95817,Q14562,0.191
Q9NV96,Q9Y2G3,0.28
P16220,Q9UI36,0.28
Q92558,P27986,0.89
Q16816,Q15418,0.191
Q92552,P52815,0.925
P05141,O95817,0.191
P51648,P02545,0.191
Q9UNA1,Q9Y6X6,0.431
P46782,Q15418,0.191
P60033,Q9Y281,0.191
P30041,P62258,0.985
Q86X55,Q96PU8,0.36
P49674,O14654,0.54
P06753,Q9BY41,0.36
Q562R1,O00506,0.75
P23771,Q06945,0.644
Q96KB5,P23396,0.191
Q53FE4,O60341,0.36
P68366,P05362,0.54
P12270,Q9UKV0,0.36
P11498,Q13131,0.191
P60709,P35579,1.0
P55036,P06748,0.191
P81605,Q9BVS4,0.191
P15880,P25098,0.191
Q99836,Q99418,0.431
O00410,P48431,0.191
O43463,Q9NS23,0.36
P05362,P62750,0.191
P48431,Q6PD62,0.191
O95747,Q71UM5,0.191
Q9UKV0,P55265,0.36
Q9NTG7,P05091,0.644
P18124,Q96S44,0.191
Q9NR22,Q5TB80,0.36
P19784,P62987,0.54
Q13888,P18074,1.0
P18074,Q13888,1.0
P35813,P05771,0.431
P48431,Q8NG31,0.191
P35579,Q9BVS4,0.191
O95391,Q6NYC1,0.36
Q5SW79,P22694,0.191
Q13418,P05386,0.191
P08670,Q9BVS4,0.191
Q9BYW2,P48431,0.191
P48431,Q9Y221,0.191
Q00535,Q86W42,0.191
Q9Y2T1,Q9Y4X0,0.55
P42766,Q96S44,0.191
Q9H0I3,Q8NB12,0.36
Q8NB12,Q9H0I3,0.36
Q9H5J4,Q96G23,0.28
Q13418,P10398,0.976
Q13043,P62269,0.494
Q9Y265,Q13043,0.191
P25098,P62191,0.191
Q9HCS7,Q96DB2,0.36
O43463,Q9UNL4,0.36
Q9UNL4,O43463,0.36
P31269,Q13547,0.55
P05109,Q00535,0.191
Q8IWI9,P61244,0.793
Q8N6L0,O60341,0.36
O95817,P04424,0.191
Q13547,O94992,0.28
Q9BRQ6,P06748,0.191
Q13547,Q96KM6,0.36
P19387,P48431,0.191
P61353,Q16539,0.191
P36542,P22694,0.494
P18621,Q00535,0.191
Q9UHD9,P62987,0.719
P05362,Q99877,0.191
P18621,Q15418,0.191
P62851,Q96S44,0.191
O94885,O43318,0.431
Q96S44,P46776,0.191
P62249,P49674,0.431
P60842,Q9BWF3,0.431
O95817,Q8NGM9,0.191
P19784,Q03164,0.36
P20648,P02647,0.191
Q96LA8,P07196,0.36
Q5D862,P49674,0.191
O43823,Q96DB2,0.36
P05362,P60228,0.191
O95817,O43609,0.191
O95817,Q96DG6,0.494
Q8WUY1,P00533,0.54
P48431,O75182,0.191
O60341,Q8N1A0,0.36
Q9H9B4,Q13286,0.191
P05362,P23527,0.191
Q9Y4E5,Q6NYC1,0.36
Q8NB12,Q8IXP5,0.36
Q9NPJ1,P48643,0.28
Q53GQ0,P00533,0.191
P17844,P57775,0.28
Q13131,O60762,0.191
Q15573,Q6NYC1,0.36
Q6NYC1,Q15573,0.36
Q13418,P24311,0.191
Q86YF9,Q14738,0.431
Q15418,P62269,0.191
P05109,Q16539,0.191
Q13043,P14625,0.191
P24534,P06748,0.793
Q96KB5,P16403,0.191
Q13418,Q9BSD7,0.191
Q96DB2,O00425,0.36
Q96DB2,Q9NW13,0.36
Q92688,P60033,0.191
Q8N7S6,Q13131,0.191
O60318,Q5JVF3,0.778
Q86XI2,P00533,0.191
Q96LA8,Q9UBX0,0.36
P11021,P49841,0.191
O00763,O00506,0.431
O75398,Q92985,0.28
P43405,O43318,0.999
Q13418,P62854,0.54
Q8NF50,P12931,0.431
P62917,P19784,0.54
O14497,P11388,0.644
P50750,O95831,0.191
P46782,P49674,0.55
Q96S59,P49674,0.494
Q96G75,P48431,0.191
O95816,P11802,0.191
P51164,P20648,0.6
Q96DB2,Q5BKZ1,0.36
O95817,P07900,0.494
O95817,P28074,0.191
P62263,Q16539,0.191
P18621,P49674,0.494
P07437,P22694,0.28
P09467,Q08043,0.431
P29692,P06748,0.191
Q96BD6,O60341,0.36
P42677,Q15418,0.191
P11940,Q13131,0.191
Q05639,Q969P0,0.191
P02545,Q14247,0.836
P49840,O75581,0.55
P19784,Q8TDD1,0.191
Q15185,Q13418,0.54
Q15418,Q9P2J5,0.191
Q9NRC8,P28324,0.431
Q02878,P05362,0.191
Q13418,Q8NC51,0.191
P00533,Q12774,0.888
Q05655,P05771,0.36
Q96P16,O60341,0.36
P49674,Q16543,0.191
O95817,Q9H2H8,0.191
P48431,Q9Y5L0,0.191
Q13547,Q8N344,0.591
P60033,P15153,0.191
O95299,Q96DB2,0.36
O95817,Q9BXJ2,0.191
O95817,P60604,0.191
Q92522,O00506,0.191
O95747,P62195,0.191
Q6ZVD8,P05771,0.431
P19784,Q13347,0.54
O95817,Q96NT1,0.191
Q9UDY8,O43463,0.36
O95817,P68402,0.494
P62266,P19784,0.54
Q13043,P35030,0.191
P49792,O95817,0.191
P00533,P07237,0.191
Q99729,Q9BVS4,0.191
P47914,P49674,0.191
Q8N6L7,O95817,0.191
P62314,P06748,0.882
Q8TF72,Q16539,0.191
Q9H910,P02545,0.191
Q96LA8,Q8N6F8,0.36
Q96S44,Q8WWM7,0.191
P62280,P11802,0.191
P62851,Q9BVS4,0.494
Q9P289,Q01844,0.36
Q13418,Q6UXZ4,0.191
P16403,P22694,0.191
P60900,O95817,0.494
P62987,Q9BVS4,0.191
Q14152,Q969P0,0.191
Q9BTE3,Q14566,0.998
O75362,Q13547,0.939
P55345,Q99932,0.36
P60033,Q16695,0.191
Q96LA8,Q9H6K4,0.36
O43463,Q494V2,0.36
P21359,Q14204,0.684
Q9UQ35,P19784,0.191
Q86Y82,P20648,0.191
P16402,Q96S44,0.191
P35579,Q8NEB9,0.28
P11021,Q99986,0.191
Q68EA5,Q9H7B4,0.28
Q96H12,O43463,0.36
P19784,P46776,0.54
P07437,P49674,0.55
Q5T4S7,P49674,0.191
P11802,P08708,0.191
P05109,O00506,0.191
P48431,O00622,0.191
O75534,Q15418,0.191
P43351,Q8N6T3,0.28
P36578,P19784,0.54
P63173,Q9P289,0.191
B5ME19,O15205,0.191
P02751,P02751,
P18615,P02545,0.191
P62879,O15205,0.191
Q02487,P15924,0.431
O15535,O43463,0.36
O43715,O95817,0.191
Q02241,P62330,0.921
Q66K89,Q8TBB1,0.431
P83731,O00506,0.191
Q9NPJ4,Q8IU60,0.28
Q9HCC0,Q00535,0.191
Q9BZ95,Q49A26,0.36
P50990,P11802,0.494
Q96LA8,Q9Y365,0.36
P53667,P49407,0.55
Q96S44,P62906,0.191
Q06830,Q13131,0.191
P35372,P01210,0.644
P10768,Q13547,0.36
P12236,Q00535,0.36
O95817,Q9H098,0.191
P52701,Q96DB2,0.36
P19784,O75822,0.36
Q99996,O60341,0.36
O60341,Q99996,0.36
P57775,Q99832,0.28
Q9H5I1,Q8N988,0.36
P34932,O95747,0.494
P68371,P11802,0.684
Q96DF8,P02545,0.191
P16615,O00506,0.191
P53007,Q13286,0.191
P28074,O00506,0.191
P19338,P49674,0.28
Q96KB5,P11021,0.191
P22694,P38646,0.75
P43351,P07195,0.55
Q9Y253,P38398,0.28
O95817,Q8WUM4,0.494
Q9Y305,P00533,0.191
O95817,P62993,0.494
Q96KB5,P38646,0.191
Q9HB03,Q96G23,0.28
P62829,Q13043,0.191
P06213,Q99418,0.431
P40337,P08151,0.644
P29965,Q13077,0.28
P50402,Q9UH99,0.644
O95817,Q8TEW6,0.191
O43463,Q9Y483,0.36
P62316,P06748,0.636
O14744,Q5HYJ3,0.36
Q9H871,P48431,0.191
O75487,P48431,0.191
O95071,P49674,0.191
Q9Y6D9,P06753,0.28
P57775,Q9BT78,0.28
P52597,Q9BVS4,0.191
Q96S44,P62273,0.191
P63173,Q13043,0.191
P22626,Q969P0,0.191
Q9BRL6,Q969P0,0.191
P51665,Q9Y3C5,0.28
P12956,P02545,0.867
Q3MHD2,Q9BVS4,0.36
P00533,Q92973,0.191
O75436,Q5TDH0,0.191
Q13418,P28074,0.54
P55060,O15205,0.191
Q9Y4X0,Q9HCP0,0.431
Q92598,Q15418,0.494
P60033,P25705,0.191
Q3KNS6,O60341,0.36
Q9H5I1,Q9BXL8,0.36
O43463,Q01081,0.36
Q99613,Q969P0,0.191
Q15418,P27987,0.191
P63173,Q00535,0.191
Q9UKV8,Q9HA38,0.778
Q9NZ01,Q13286,0.191
P50991,Q13131,0.191
Q92522,P25098,0.191
Q13464,Q13203,0.719
P37802,P02545,0.54
Q53H47,Q6NXT2,0.36
Q14186,O14640,0.778
P19784,P84098,0.191
P60033,P62249,0.191
P51398,Q9BVS4,0.191
P55884,P49674,0.28
P43351,P06733,0.55
P25098,P08238,0.494
Q96K76,Q9BTM9,0.55
P62269,Q99986,0.191
O95817,P78527,0.191
Q13200,O00506,0.191
P53355,P14618,0.861
P00533,P46060,0.191
P25098,Q9H2D6,0.191
P31942,Q00535,0.191
Q96AE4,P60033,0.191
O95747,P62750,0.191
P68371,Q13131,0.191
P05388,Q969P0,0.191
Q9P035,P25098,0.191
Q92618,Q13547,0.762
Q13418,P23396,0.494
P0C0S5,O15205,0.191
P20042,Q9BVS4,0.191
Q13131,Q9BVA1,0.191
Q6P2E9,Q9H9G7,0.28
P62280,Q00535,0.191
P21333,O15164,0.28
P15153,Q969S8,0.36
Q8IWZ6,P17987,0.9
P19784,P48643,0.191
P02545,P55010,0.191
P49674,P14866,0.191
Q6PI77,Q15257,0.55
Q15084,O15205,0.191
O95747,P62258,0.191
O95817,P61088,0.494
P46782,Q9BVS4,0.824
Q96CA5,P62987,0.824
O95747,Q13501,0.191
Q96S44,P35030,0.191
Q9BUF5,O95747,0.191
P18621,P22694,0.191
Q7Z3B3,O60341,0.36
Q71UM5,Q13043,0.191
Q86YV5,P62258,0.28
P22695,Q13418,0.191
P41212,Q9UBN7,0.36
Q13418,O95831,0.36
Q13418,A1L0T0,0.36
P46782,O15205,0.191
Q13418,O00170,0.191
P84098,Q969P0,0.191
Q99873,Q9UER7,0.36
P54136,Q9BVS4,0.191
P55036,O00506,0.191
P06748,Q969P0,0.191
Q96FW1,O60341,0.36
P53999,P19784,0.191
Q8IZS5,Q9NR22,0.28
Q13418,P15880,0.191
Q9UHK0,Q9UHK0,
P19784,P38646,0.191
Q02790,P06753,0.494
Q13418,Q9Y6K0,0.191
P02545,Q9NZC7,0.191
Q13188,Q8NF91,0.191
Q13418,P62263,0.191
P46939,P06748,0.191
Q14315,Q969P0,0.191
Q9UGK8,O60341,0.36
Q6NZI2,P22694,0.191
Q96FW1,P84022,0.644
Q96LA8,Q9BX10,0.36
P61247,Q00535,0.191
P05204,Q9BVS4,0.191
Q13131,P16615,0.191
P08648,P36897,0.431
Q7Z6Z7,Q96DB2,0.36
Q8IVG5,Q15075,0.431
Q9Y295,Q9BVS4,0.191
