UniprotID_1,UniprotID_2,confidence
Q9HD67,Q504Q3,0.191
P61326,Q96Q15,0.936
Q16643,Q504Q3,0.191
Q07955,Q504Q3,0.191
Q15428,Q504Q3,0.191
Q96EP0,Q13489,0.55
Q9Y2K6,Q8TEY7,0.431
Q13490,Q96FW1,0.89
Q13490,Q00653,0.55
Q6ZRP7,Q504Q3,0.191
O43290,Q504Q3,0.36
P31948,P55017,0.28
P29372,Q96PU4,0.28
Q13148,Q9UHD9,0.55
P51116,P29372,0.28
Q99729,Q504Q3,0.191
Q13069,Q8NEA9,0.28
P56182,Q504Q3,0.191
Q96II8,Q504Q3,0.191
P62266,Q504Q3,0.191
Q96CS3,Q15717,0.28
Q14257,Q504Q3,0.191
Q9HAV0,Q504Q3,0.191
Q13485,O75376,0.482
Q504Q3,Q504Q3,
P52732,Q504Q3,0.191
P29372,P35249,0.28
Q5VTL8,P29372,0.28
O95816,Q504Q3,0.191
P68363,Q504Q3,0.191
Q8IYD1,Q96Q15,0.644
Q504Q3,Q13428,0.191
P55084,Q504Q3,0.191
P06454,Q504Q3,0.191
Q15233,Q504Q3,0.36
Q9Y230,Q504Q3,0.191
O14950,Q504Q3,0.191
O75581,Q6IMN6,0.55
P61353,Q504Q3,0.191
Q9UJC5,Q504Q3,0.191
P36578,Q504Q3,0.191
P61254,Q504Q3,0.191
P81605,Q504Q3,0.191
P63165,Q96RI1,0.55
P67809,Q504Q3,0.191
Q9Y5S9,P52298,0.874
P09936,P11802,0.28
Q15049,O60941,0.28
P42677,Q504Q3,0.191
Q13489,P22314,0.55
P00441,Q9UBN7,0.28
P47756,Q504Q3,0.191
P62854,Q504Q3,0.191
O95071,Q13490,0.676
P11021,Q504Q3,0.191
Q504Q3,Q92614,0.191
Q8N668,O60826,0.28
P08754,Q504Q3,0.191
Q08211,Q504Q3,0.191
P11021,P16333,0.719
P61513,Q504Q3,0.191
Q5VT52,P29372,0.28
P61247,Q504Q3,0.191
P60709,Q504Q3,0.191
Q92878,Q504Q3,0.191
Q14103,Q504Q3,0.191
Q13616,Q7Z569,0.28
Q9NYL9,Q504Q3,0.191
Q13247,Q504Q3,0.191
P19474,Q504Q3,0.191
P52907,Q504Q3,0.191
Q8TCJ2,Q9UKV5,0.28
P46782,Q504Q3,0.191
Q9Y2H1,Q504Q3,0.191
Q92896,Q504Q3,0.191
Q3ZCQ8,Q504Q3,0.191
Q96GA3,P40337,0.28
P09874,Q504Q3,0.191
Q3B726,P29372,0.28
P04264,Q504Q3,0.191
P62879,Q504Q3,0.191
P46821,Q504Q3,0.191
O60264,O60264,
Q6UXN9,Q13490,0.55
P55072,Q15717,0.952
P51617,Q99759,0.431
P62280,Q504Q3,0.191
Q7Z4G1,Q9Y6G5,0.28
P22888,P29372,0.28
P23396,Q504Q3,0.191
Q9BQA1,Q504Q3,0.191
Q13616,Q9NX08,0.28
Q96C19,Q504Q3,0.191
O75197,Q6IMN6,0.719
P46934,P37231,0.55
P04156,Q504Q3,0.191
P07333,Q504Q3,0.191
Q504Q3,P62847,0.191
P17096,Q504Q3,0.191
P35268,Q504Q3,0.191
Q14126,Q504Q3,0.191
Q13490,P22314,0.55
Q13501,Q504Q3,0.191
P55017,P07900,0.28
P06748,Q504Q3,0.191
P62829,Q504Q3,0.191
Q9ULV0,Q504Q3,0.191
P14923,Q504Q3,0.191
Q9UKV5,P46977,0.28
P19438,Q07666,0.28
P08708,Q504Q3,0.191
Q96JN8,Q8TEY7,0.28
P16949,Q504Q3,0.191
P14649,Q504Q3,0.191
P02786,Q8TCQ1,0.28
Q16352,Q504Q3,0.191
Q8TCJ2,P0C6T2,0.28
P27694,Q9H790,0.28
Q9NYF8,Q504Q3,0.191
P08727,Q504Q3,0.191
Q9HAC8,Q504Q3,0.191
P42338,P35568,0.28
Q96DG6,Q504Q3,0.191
Q9ULV4,Q504Q3,0.191
P18077,Q504Q3,0.191
P25398,Q504Q3,0.191
Q01201,P26358,0.28
Q09161,P29372,0.28
Q13616,O60826,0.28
Q9BUP0,Q504Q3,0.191
Q6UXN9,Q13489,0.55
P10415,Q13501,0.28
Q9H3S7,P40818,0.482
Q13310,Q504Q3,0.861
P09496,Q504Q3,0.191
Q05682,Q504Q3,0.191
Q12933,O43508,0.55
Q96T88,P29372,0.28
P62826,Q504Q3,0.191
P05387,Q504Q3,0.191
P36888,O14508,0.431
Q9Y2K6,Q9Y2K6,
Q504Q3,P62195,0.191
P02768,Q504Q3,0.191
Q92547,Q8TEA8,0.28
P30050,Q504Q3,0.191
P62917,Q504Q3,0.191
Q9Y265,Q504Q3,0.191
Q3YEC7,P04637,0.28
Q13490,Q93009,0.55
Q96N67,Q504Q3,0.191
Q9UNE7,P55017,0.28
Q12904,Q504Q3,0.191
P40227,Q504Q3,0.191
P51787,Q96CW1,0.28
Q504Q3,Q9Y4I1,0.191
P29372,Q05048,0.28
P0C6T2,P60468,0.28
P62241,Q504Q3,0.191
Q9Y5W3,Q969H0,0.55
Q14588,Q504Q3,0.191
Q9UBI6,Q504Q3,0.191
Q9NZR1,Q504Q3,0.191
O95831,Q504Q3,0.191
Q15417,Q504Q3,0.191
Q9BRK4,Q504Q3,0.191
P60709,P55017,0.28
Q15717,Q504Q3,0.191
Q9Y6Q9,Q969H0,0.591
P23588,Q504Q3,0.191
O43303,Q8TEY7,0.55
P08670,Q504Q3,0.191
Q99417,Q504Q3,0.191
P67936,Q504Q3,0.191
P35908,Q504Q3,0.191
Q93009,P51965,0.824
O75821,Q504Q3,0.191
Q16181,O76064,0.28
Q5TA31,Q5TA31,
Q13489,Q9GZS3,0.55
Q5T4S7,Q13490,0.744
P38159,Q504Q3,0.191
Q9Y2W1,Q504Q3,0.191
Q15154,Q504Q3,0.191
Q13424,Q15049,0.28
P08621,Q504Q3,0.494
Q7Z569,Q15843,0.28
P80723,Q504Q3,0.191
P29372,Q9BVP2,0.28
Q8IW75,P29372,0.28
P52298,Q96Q15,0.719
P62263,Q504Q3,0.191
Q9UQ35,Q504Q3,0.191
P25705,Q504Q3,0.191
Q9BRL6,Q504Q3,0.191
P35579,Q504Q3,0.191
Q9P0K7,Q504Q3,0.191
P46778,Q504Q3,0.191
P62316,Q504Q3,0.36
O43236,O15033,0.55
P15927,Q504Q3,0.191
P68371,Q504Q3,0.191
P49427,Q9UNL4,0.55
Q9H0D6,Q504Q3,0.191
P05783,Q504Q3,0.191
P19338,Q504Q3,0.191
P29372,Q71RC2,0.28
Q09028,Q504Q3,0.191
P04637,Q504Q3,0.191
P02538,Q504Q3,0.191
Q9Y6Y0,Q504Q3,0.191
Q15365,Q504Q3,0.191
P23246,Q504Q3,0.36
P83731,Q504Q3,0.191
Q96TA2,O95139,0.28
P00403,Q96TA2,0.28
Q9H3S7,O75886,0.28
Q9Y4K3,O43561,0.431
O95429,Q07820,0.28
Q02878,Q504Q3,0.191
Q13490,Q9Y4E8,0.55
P29372,Q06265,0.28
Q504Q3,P10599,0.191
Q14684,P29372,0.28
O95835,P36873,0.719
P04843,Q6T4R5,0.28
O75419,Q8TEA8,0.28
P23771,Q9UK80,0.28
O60826,Q13618,0.28
P29372,Q07955,0.28
Q9NR30,Q504Q3,0.191
P27635,Q504Q3,0.191
P50991,Q504Q3,0.191
Q13490,O43508,0.55
P47914,Q504Q3,0.191
Q9Y281,Q504Q3,0.191
P24864,P35222,0.55
Q00987,Q3YEC7,0.55
P61073,P07237,0.28
P08238,Q504Q3,0.191
P09493,Q504Q3,0.191
P22087,Q504Q3,0.191
P46783,Q504Q3,0.191
Q13489,P61962,0.55
P38919,Q96Q15,0.964
Q9Y3A4,P29372,0.28
Q9H3S7,P00533,0.28
P78527,Q504Q3,0.191
P26641,Q504Q3,0.191
Q12965,Q504Q3,0.191
P29372,Q5T749,0.28
Q00610,Q504Q3,0.191
P49715,Q05086,0.55
O14654,Q504Q3,0.191
Q8TDN6,Q504Q3,0.191
P63165,P06400,0.719
P05388,Q504Q3,0.191
Q504Q3,O75688,0.191
Q14494,P49841,0.55
P26232,Q504Q3,0.191
P60660,Q504Q3,0.191
Q9UM54,Q504Q3,0.191
P42768,P22681,0.28
Q9Y5K5,O60341,0.494
Q96CF2,Q5VW32,0.28
Q9Y5X3,Q13596,0.97
P48431,P51398,0.191
O75131,Q9BY41,0.36
Q13418,O95816,0.712
Q13418,Q15773,0.191
P01042,P46663,0.644
Q9BQB4,O75197,0.431
P05362,P14678,0.191
O95747,Q92598,0.191
P07437,Q9P289,0.996
P49761,O43463,0.36
Q93009,P49674,0.28
P05362,P62841,0.191
P16403,Q99986,0.191
P46781,Q96S44,0.494
P43220,O75155,0.55
P62854,Q00987,0.28
Q9Y2X3,P19784,0.418
P42677,Q13131,0.191
P43351,P04075,0.55
P31689,Q96DB2,0.36
Q96L92,O15439,0.431
P62258,Q7L591,0.28
Q9H7B4,Q8N988,0.191
O15205,Q15149,0.191
P62829,P11802,0.494
P14136,Q13188,0.191
O95816,P24941,0.191
Q6NYC1,Q9NX24,0.36
Q8IVI9,O60341,0.36
P05387,P49674,0.55
Q05655,Q16543,0.191
O95831,Q96DB2,0.36
Q9Y2L8,O43463,0.36
O95817,Q8N0X2,0.191
P19784,Q6ZUT1,0.36
Q96S44,P10599,0.191
P08670,Q00535,0.191
P15880,Q15418,0.494
P46779,O00506,0.191
Q15526,Q9Y2R0,0.973
Q9H5J0,O95817,0.191
Q92574,O60341,0.36
Q00610,P06748,0.54
Q13418,Q9UL15,0.191
O95816,P06748,0.854
P48643,O00506,0.712
Q13131,P36542,0.191
Q13114,P09936,0.28
Q66K89,Q8N448,0.431
O95747,Q13347,0.191
O43541,P62987,0.591
Q96LA8,O95391,0.36
P19784,P21127,0.36
Q8IV04,P16298,0.28
P25098,P62841,0.191
Q13586,P23634,0.431
P11274,P10809,0.627
Q86Y37,O60341,0.431
Q13043,P62258,0.191
Q96KB5,Q562R1,0.191
Q8TAT6,P02545,0.54
P35613,P24941,0.191
O95747,Q9Y3U8,0.191
Q02487,P17302,0.431
Q99873,Q96BD6,0.36
P62277,P25098,0.191
P17813,P05556,0.719
P50990,O15205,0.191
Q6ZNL6,Q6NYC1,0.36
O43463,Q8NFT6,0.36
Q8NFT6,O43463,0.36
P02545,P46060,0.482
Q9UBS4,Q13418,0.191
P41145,Q9Y679,0.431
P05362,P84098,0.191
Q8NEC7,O60341,0.36
P52434,Q9Y6K1,0.28
P50990,O00506,0.712
Q13418,O00165,0.191
P17980,Q9P289,0.6
P08708,Q16539,0.191
Q9UI36,Q96ST3,0.778
Q96ST3,Q9UI36,0.778
O14950,O15205,0.191
Q96LA8,Q92519,0.36
P62249,P05362,0.191
P78371,P06748,0.669
P28482,P11802,0.494
Q6WKZ4,P62258,0.191
P50750,O14654,0.191
Q01844,O15205,0.191
P43490,P60033,0.191
Q14094,Q00535,0.36
O43790,P00533,0.191
P83731,P05362,0.191
Q6P047,O60341,0.36
Q8NEB9,P07900,0.28
P50453,P60033,0.191
P48431,Q8NDX5,0.191
Q13043,P62263,0.191
P02545,Q86Y07,0.191
O95817,Q96LC9,0.191
Q8TF72,P25098,0.191
P46937,P35222,0.986
P30050,P49674,0.28
P48431,Q8IUR7,0.191
P46783,P43351,0.55
Q07021,P22694,0.191
Q13043,P62750,0.191
Q06830,P49674,0.824
P02545,Q00536,0.191
P19784,P62273,0.191
Q13418,Q7L0J3,0.191
Q969P0,P14678,0.191
P40238,O95817,0.191
O95864,Q13286,0.191
O95747,O95831,0.36
Q9Y230,O00506,0.431
P61247,Q99986,0.191
P48431,O00429,0.191
O95817,Q9H0P0,0.191
Q562R1,P24941,0.28
P23229,O14817,0.431
O14817,P23229,0.431
Q99832,P11802,0.494
P62249,Q00535,0.191
O75643,O15205,0.191
Q14141,O60341,0.36
Q68DK7,P48431,0.191
P07737,P62987,0.28
O60341,O43597,0.36
P49674,Q70CQ2,0.36
Q96S44,P55735,0.191
Q8IU81,P48431,0.191
P62277,Q969P0,0.191
Q13418,O43819,0.36
P63173,O00506,0.191
Q13114,O95786,0.591
Q14643,Q9Y3M8,0.778
P62280,Q16539,0.191
P47914,Q15418,0.494
P25098,P32969,0.191
O43927,P38936,0.28
Q5T0W9,P49674,0.494
Q6NXR4,P00533,0.191
P17980,P49674,0.431
Q14596,Q53EZ4,0.28
Q96KB5,P49841,0.191
Q9BTE3,P33993,0.999
P62424,Q9BVS4,0.191
Q07955,P62258,0.591
P78371,Q13131,0.191
P11498,P50750,0.191
P14625,O15205,0.191
Q13162,Q00535,0.55
Q86YZ3,O00506,0.191
P49841,P35579,0.802
P08670,P49674,0.191
Q8NHZ8,P48431,0.191
Q15170,Q16539,0.418
Q9BYN8,P06748,0.191
Q9BU76,Q9BVS4,0.191
P07437,Q96KB5,0.431
Q9Y2D2,Q9Y2D2,
P07814,Q9BVS4,0.191
Q9UPY3,Q9UPY3,
Q9BYG3,P19784,0.36
Q13547,O00505,0.684
Q9BUF5,Q96S44,0.36
O95817,Q96B54,0.191
Q99873,Q5TB80,0.36
P31942,Q16539,0.191
P20648,P63027,0.494
Q13418,O95573,0.191
P05362,Q9Y3U8,0.191
Q969Q0,Q96S44,0.191
P50750,Q92734,0.191
Q9H2P0,Q13547,0.36
P50148,P20648,0.191
P11021,O15205,0.191
P15884,Q96AC1,0.719
Q13131,Q02978,0.191
P62280,Q13418,0.191
P61927,P49841,0.191
O60884,Q96DB2,0.36
P16615,P24941,0.191
O75487,O95817,0.191
Q14643,Q53ET0,0.431
P62316,Q9BVS4,0.191
Q07021,P49674,0.191
P17987,Q9NPJ1,0.911
Q9NXH8,P00533,0.191
Q15942,P35372,0.644
P61513,Q96S44,0.191
Q13547,O15212,0.36
Q9UKS7,Q13547,0.684
P05387,Q16539,0.191
P49674,P31946,0.994
P35568,Q99418,0.55
P25398,Q96S44,0.191
P62280,P50750,0.36
Q96EB6,Q92997,0.431
Q9P2J5,Q9BVS4,0.191
P49674,P16615,0.494
Q8IWZ6,Q9BUN5,0.28
Q9NP64,O60341,0.36
P60866,O15151,0.28
P48426,P19784,0.36
Q92905,P57775,0.28
O95747,P11021,0.191
Q13418,P35998,0.191
P60033,Q15365,0.191
Q9UKE5,Q9NYJ8,0.644
P43351,P12277,0.55
Q9UKV0,Q8N1F7,0.36
Q8TB61,Q13286,0.191
P0C7W6,O60341,0.36
Q8IWZ6,Q8TAM2,1.0
Q92522,P49841,0.191
Q86YZ3,Q99986,0.191
O60814,P05362,0.191
Q96KB5,P47914,0.191
P49006,Q16539,0.418
Q00535,P07900,0.6
O95747,P16615,0.191
P48431,Q13362,0.191
Q13418,Q8WWM7,0.191
Q9BUF5,Q969P0,0.191
Q13131,P32969,0.191
P62917,Q05655,0.191
P14136,P25098,0.191
Q99873,Q53FE4,0.36
P06702,Q99986,0.191
Q9Y4X5,P61088,0.28
P25098,Q96HS1,0.191
P36578,Q96S44,0.191
Q71UM5,Q13131,0.191
P31270,Q8N328,0.431
P52732,P06748,0.191
P00533,P42345,0.191
Q9NRY2,O95817,0.191
O00232,O00506,0.191
Q92804,Q96S44,0.191
Q86X55,Q9UDY8,0.36
Q5XKE5,O95817,0.494
O95757,O95747,0.494
Q9UHK0,O00567,0.644
P00533,Q8WTW3,0.191
Q99613,Q9BVS4,0.191
O14641,Q13501,0.431
P06748,P27635,0.939
Q8IUQ4,P41145,0.431
Q6PIY7,P48431,0.191
Q9NWK9,Q9NWK9,
P43268,Q15831,0.28
Q13418,Q92522,0.191
Q13263,Q8NEB9,0.28
Q13131,P78527,0.54
P05362,Q16695,0.191
P68371,Q05655,0.191
P35268,Q99986,0.418
Q7Z2W4,Q9NPI6,0.28
O15105,Q6ZSG1,0.28
P31689,Q00535,0.191
Q8IZH2,Q7Z2W4,0.28
Q96DB2,Q02338,0.36
Q13043,P16401,0.28
Q13418,Q71UM5,0.191
Q13418,Q9NZ01,0.36
Q92665,Q9BVS4,0.191
P62277,P22694,0.191
Q00577,P05362,0.191
O95817,Q9BT78,0.494
P15153,Q6P589,0.28
P52815,P06748,0.54
Q9Y5Z9,P35610,0.644
P43220,Q9NWU5,0.55
Q96DB2,Q9BVJ6,0.36
P61204,Q13286,0.191
P08670,Q15418,0.494
Q12948,P48431,0.191
Q9P289,P62273,0.191
Q96LA8,P54687,0.36
P05362,P40429,0.191
P08631,P46109,0.913
P23246,Q9BVS4,0.36
Q96LA8,Q96MA6,0.36
O95817,Q53RE8,0.191
P46783,Q9BVS4,0.6
P50750,P40227,0.36
O14545,Q96S44,0.191
P62995,P62258,0.28
P09651,Q969P0,0.191
P13473,Q5VZM2,0.431
P50750,P21802,0.191
P30050,Q9BVS4,0.191
P25098,P62847,0.191
P05362,Q9UBQ5,0.191
O75964,Q13286,0.191
O95747,P12236,0.191
P62829,Q15418,0.494
P19784,P04637,0.669
P78371,Q15418,0.494
Q12899,P48431,0.191
Q9Y265,Q9H0W8,0.494
P22626,P05362,0.191
P14136,P22694,0.191
Q96LA8,O75943,0.36
Q15020,Q969P0,0.191
P09874,P55854,0.28
P43220,Q9H1E3,0.55
P23396,Q15418,0.494
Q96S44,P62424,0.191
Q96KB5,Q09028,0.191
P62263,Q13188,0.191
O43809,P24941,0.719
O95817,P62258,0.494
P06748,P36873,0.811
P83731,Q13131,0.191
Q5SSJ5,Q9BVS4,0.36
O75976,P20648,0.191
P18085,Q13286,0.191
Q6UXN9,P19784,0.191
P48431,Q9H7D7,0.191
P62917,Q96S44,0.191
O14579,P06748,0.54
P02545,Q7Z6K5,0.191
Q6ZSG1,P12757,0.28
P05387,Q13043,0.6
P35268,Q13418,0.191
P62266,Q9P289,0.191
Q15257,Q02447,0.28
P53618,Q969S8,0.36
Q02742,Q93045,0.431
Q96LA8,O15535,0.36
Q96LA8,Q9BXL8,0.36
Q13043,Q86YZ3,0.191
P35268,Q9BVS4,0.191
Q96RQ3,Q96S44,0.191
P04406,P60033,0.191
Q9UJS0,Q13131,0.191
P25098,P06748,0.191
Q14657,O00506,0.191
O60732,P48431,0.191
Q6NZI2,O95817,0.191
P50750,O95816,0.191
Q9P289,Q13428,0.191
O43463,O60341,0.36
P78406,P48431,0.191
P46782,Q13188,0.191
P06702,Q16539,0.191
Q13043,P46776,0.191
Q02539,P60033,0.191
Q13418,P30876,0.36
Q9Y678,O15205,0.191
Q6P2E9,Q13057,0.591
P16401,Q13131,0.191
Q13889,Q13888,1.0
P05387,Q96S44,0.191
P05198,Q9BVS4,0.191
Q9Y2D8,O60341,0.36
Q13123,O60341,0.54
O95391,O14744,0.36
P49720,O95817,0.191
P63173,P22694,0.191
Q96LA8,O14645,0.36
Q8NCD3,Q96DB2,0.36
P25098,P42766,0.191
Q00535,P22694,0.191
P36578,P60033,0.191
Q9UN86,Q9BVS4,0.191
P62263,Q13131,0.191
O14744,Q96PV6,0.36
O95817,Q86V88,0.494
Q96LA8,Q96GM5,0.36
P26045,Q14524,0.719
Q9NR30,Q9BVS4,0.191
Q13418,O43592,0.191
Q13418,P62913,0.494
O95747,P62263,0.191
P81605,Q9P289,0.191
Q92917,P02545,0.191
P49841,P62269,0.191
P13693,P13010,0.431
P05387,P19784,0.54
P49674,Q8NF91,0.191
Q96GA3,Q9BVS4,0.191
Q6UXU6,O95817,0.191
P60033,O15523,0.191
Q14524,O60678,0.55
P02787,Q9BTM9,0.431
P48431,O15350,0.191
O43463,Q8TBB1,0.36
P60033,P23528,0.191
P19784,Q9P031,0.36
Q99460,Q9UBN7,0.28
Q92572,Q9BVS4,0.191
Q13418,Q9NVI7,0.36
Q96DC9,Q00535,0.191
P60866,Q9BVS4,0.28
P02545,Q5SNT2,0.191
P27635,Q9BVS4,0.191
P48431,Q9NTK5,0.191
P15559,O95817,0.191
P02545,Q86T24,0.191
Q9Y3F4,P00533,0.191
P48556,O95817,0.191
P14635,P20248,0.933
P07477,Q16539,0.191
Q13885,Q13131,0.191
Q13418,P07237,0.191
O75822,Q7L2H7,0.811
P05067,O60333,0.28
Q9NP92,P06748,0.191
O95817,Q7Z3E2,0.191
Q9UJX5,Q8NI77,0.644
P19784,P08238,0.191
Q13188,P46821,0.858
P49674,Q13188,0.36
P04350,Q969P0,0.191
P42285,P48431,0.36
Q05655,O14654,0.54
Q9H1A4,P48431,0.191
O95817,O60701,0.191
P19784,P18621,0.191
Q9UHR5,P02545,0.191
Q9C0C9,Q9Y3C5,0.28
O95747,P62249,0.191
P35221,Q9UI47,0.778
O94906,Q96DB2,0.36
P19387,Q9UBC3,0.28
Q99873,Q01844,0.36
O95747,P27635,0.191
Q9BYD6,P48431,0.191
Q13542,O95817,0.191
Q9BQG0,Q9BVS4,0.191
P61927,Q96S44,0.191
P82930,Q9BVS4,0.191
Q96K76,Q9UBN7,0.36
Q13043,Q8IUD2,0.36
Q8WUU8,O95817,0.191
P12755,P62987,0.431
P62263,P25098,0.191
P42677,Q96S44,0.494
Q9NU22,Q96DB2,0.36
Q16790,P20648,0.191
Q9Y2T7,Q96DB2,0.36
P14136,Q16539,0.191
P13489,P06748,0.54
P43220,Q96CW1,0.55
P48431,O95816,0.191
Q92905,P35372,0.719
P18621,Q9BVS4,0.36
P51531,O14746,0.431
P48431,Q70CQ2,0.191
P15880,Q9BVS4,0.28
Q16543,Q96S44,0.191
P50991,Q00535,0.36
Q05655,Q96HS1,0.191
Q6ZW61,P48643,0.28
Q96LA8,Q9Y657,0.36
P62841,O15151,0.28
Q86VD7,Q96DB2,0.36
P60033,Q99880,0.191
P02545,P13984,0.191
Q14643,O43865,0.719
Q12931,P49841,0.191
P84022,Q9NRR4,0.431
Q7Z2Z1,Q92547,0.55
P78527,O00506,0.191
Q9BX10,O14744,0.36
Q00577,Q969P0,0.191
Q96LA8,Q8IZQ1,0.36
O43809,Q96KB5,0.191
Q14257,O00506,0.644
O95715,O95715,
P78371,Q13188,0.36
P62750,Q99986,0.418
Q13131,P53985,0.191
Q5VWJ9,Q86XE0,0.431
Q96KB5,P62249,0.191
O43760,P20648,0.191
O60341,Q86W54,0.36
P30050,Q969P0,0.191
P46779,P22694,0.191
Q16643,P55196,0.84
Q13347,Q969P0,0.191
O60832,Q96DB2,0.36
Q8TAK6,O95273,0.644
P38606,P20648,0.191
P46782,P06748,0.907
O95747,P35579,0.191
P05362,Q13428,0.191
Q13418,Q9UJS0,0.191
Q9BQE3,Q9BVS4,0.191
P00533,O95470,0.712
P81605,P49841,0.191
Q9BUV8,Q8N6L1,0.28
P62310,Q969P0,0.191
O95747,P08238,0.191
P25098,P62269,0.191
P34931,Q15418,0.28
P15880,P19784,0.54
P35030,Q9BVS4,0.191
Q9BXG8,O60341,0.36
Q96EP0,Q96BN8,0.28
P50750,P16615,0.191
P49841,P62263,0.191
Q07021,O00506,0.191
P31151,P49674,0.191
Q8N3I7,Q9BXC9,0.999
P62269,Q969P0,0.191
Q3L8U1,P48431,0.191
Q8NB12,A7E2Y1,0.6
Q9H0H0,O60341,0.36
Q71DI3,Q969P0,0.191
Q8NB12,Q6PID6,0.36
Q00613,O95817,0.191
O95817,Q96G03,0.494
Q9Y265,Q13418,0.191
Q06830,Q96S44,0.191
O95817,Q13057,0.191
Q12906,P14866,0.979
Q15477,P57775,0.28
P41145,Q5T9L3,0.431
P14136,P24941,0.191
P25963,Q13098,0.28
Q9H5I1,Q494V2,0.36
Q99873,Q8N3J3,0.36
O60341,Q70UQ0,0.36
O95817,Q9NYF8,0.191
P48431,Q99733,0.191
Q13131,P62081,0.191
P06748,Q9BXP5,0.191
Q63HK3,P49841,0.191
Q9Y490,O15205,0.191
P40926,O15205,0.191
Q9HCC0,Q15418,0.191
Q9UKV5,Q5VVQ6,0.28
P48431,O15417,0.191
P25963,Q9UNS2,0.28
P78371,Q6ZW61,0.431
Q14457,Q14687,0.431
P35222,Q96AC1,0.946
Q14318,Q13286,0.191
P60033,P22626,0.191
P00533,Q13200,0.191
Q96S06,P11150,0.28
Q13131,O95816,0.191
Q9P289,O96019,0.191
P40227,Q00535,0.36
Q9BYN8,P48431,0.191
Q13043,O43852,0.191
Q07021,P06748,0.788
Q96DB2,Q15293,0.36
P06748,P62195,0.418
P62829,P50750,0.191
O95817,Q07812,0.191
Q9Y4R8,P00533,0.191
Q01844,P11802,0.191
O43447,P48431,0.191
P62310,P05362,0.191
Q05655,Q9NVI7,0.191
P59817,O60341,0.36
P54687,O60341,0.36
P31689,P49674,0.75
P21796,P06753,0.858
P48431,Q96T58,0.191
O95817,P01241,0.191
Q7L2J0,P48431,0.191
P62854,Q96S44,0.191
Q9Y230,Q13131,0.191
O95817,Q92917,0.191
P63167,P49841,0.36
P05362,Q9Y5B9,0.191
P49841,P78559,0.191
Q99741,Q01094,0.28
O43516,O95817,0.494
P27348,O95817,0.494
P15822,Q13188,0.191
P48729,O14920,0.55
Q96LA8,Q5T0J7,0.36
P09874,P02545,0.947
Q09161,P62258,0.744
P49327,O15205,0.191
Q00535,P62269,0.191
Q92841,Q8IU60,0.28
Q96EZ8,O43463,0.36
P61254,Q969P0,0.191
P01375,O75530,0.431
Q05655,P23396,0.191
P52788,Q96S44,0.36
O95817,P61289,0.191
P48431,Q01196,0.191
P49674,P62847,0.719
Q15418,Q96RQ3,0.191
Q13188,P38646,0.431
P25098,P62081,0.191
Q9NQW6,P02545,0.191
P25098,Q8WWM7,0.191
P35354,Q9BQE4,0.28
P27487,P27487,
Q9UBQ5,Q969P0,0.191
Q13418,Q9UNE7,0.976
P62249,P25098,0.191
Q02742,Q76M96,0.431
P68371,Q9BVS4,0.28
P49674,Q9NVI7,0.494
P48431,P35226,0.191
P60033,P68104,0.191
P60033,P46776,0.191
O95817,Q9NZL9,0.494
Q5D862,O15205,0.191
A8MW95,Q5JY77,0.644
P34932,Q13164,0.55
P50750,Q9NVI7,0.191
Q13418,P51784,0.191
P05455,P48431,0.191
Q5H9R7,Q86YR5,0.28
Q02878,Q96S44,0.191
Q96KB5,P14923,0.191
Q9C0E2,P00533,0.191
Q96LA8,Q9NXF7,0.36
P10636,Q7KZI7,0.644
O95817,Q9Y617,0.494
O95817,P00558,0.494
P60033,Q96A08,0.191
O43819,Q13131,0.191
Q14103,Q969P0,0.191
P48431,Q8WVM8,0.191
P19784,O75071,0.36
Q9HAV4,Q13286,0.191
Q9NR22,Q9Y4E5,0.36
O60814,Q969P0,0.191
P60709,P05362,0.191
Q13418,P40227,0.36
P50991,P60033,0.191
Q9UBN7,P08238,0.644
Q05655,P62269,0.191
Q9NU02,Q6NYC1,0.36
O60318,P02545,0.191
Q9P0T4,O60341,0.36
Q13418,P04843,0.54
Q9UKA4,P48431,0.191
O43463,Q9BXL8,0.36
Q13418,P51617,0.191
P50991,Q9BVS4,0.191
Q969L2,P20648,0.191
Q13131,P04350,0.191
P68400,Q969P0,0.191
P46776,Q16539,0.191
P48431,Q9H582,0.191
P02545,O15355,0.191
P07437,P24941,0.644
O95817,Q13164,0.191
Q13151,Q9BVS4,0.191
P07437,P60033,0.191
O60716,O14495,0.861
P61513,O95747,0.191
P51955,P06753,0.36
Q14197,P06748,0.191
Q14257,Q13418,0.191
P19784,Q96HS1,0.191
Q8WY64,O60341,0.36
O95817,Q9UBT2,0.494
P48431,Q99714,0.191
P35268,Q00535,0.191
P16403,Q96S44,0.191
Q13418,Q07021,0.54
O95817,Q9BY42,0.191
Q9UK59,O95817,0.191
P60033,P04350,0.191
Q01831,Q6ZNA4,0.28
O95817,Q8NG75,0.191
Q13418,P31689,0.494
O95817,Q3B7T3,0.191
O95817,P16949,0.191
Q9NXF1,Q9H4L4,0.874
Q9UPY3,P06748,0.871
Q96FF9,Q8N3U4,0.676
P78527,Q96DB2,0.36
Q96CS3,Q7L5D6,0.482
P49674,Q96HS1,0.494
Q96JM7,O60341,0.636
P20648,Q16853,0.191
P12931,Q9H3S7,0.999
Q70CQ1,P62195,0.28
